                                                                                                                                                                
{'loss': 1.3831, 'grad_norm': 2.3469021320343018, 'learning_rate': 9e-07, 'epoch': 0.01}
{'loss': 0.3013, 'grad_norm': 4.866635799407959, 'learning_rate': 4.974615384615385e-05, 'epoch': 0.46}
{'loss': 0.3924, 'grad_norm': 9.952527046203613, 'learning_rate': 4.972051282051282e-05, 'epoch': 0.46}
{'loss': 0.4255, 'grad_norm': 13.70257568359375, 'learning_rate': 4.9694871794871796e-05, 'epoch': 0.47}
{'loss': 0.3061, 'grad_norm': 3.982532024383545, 'learning_rate': 4.966923076923077e-05, 'epoch': 0.48}
{'loss': 0.3173, 'grad_norm': 6.367712497711182, 'learning_rate': 4.964358974358975e-05, 'epoch': 0.49}
{'loss': 0.3887, 'grad_norm': 19.61964988708496, 'learning_rate': 4.961794871794872e-05, 'epoch': 0.5}
{'loss': 0.399, 'grad_norm': 6.776636123657227, 'learning_rate': 4.959230769230769e-05, 'epoch': 0.5}
{'loss': 0.3264, 'grad_norm': 11.656732559204102, 'learning_rate': 4.956666666666667e-05, 'epoch': 0.51}
{'loss': 0.3851, 'grad_norm': 5.546311855316162, 'learning_rate': 4.9541025641025645e-05, 'epoch': 0.52}
{'loss': 0.3958, 'grad_norm': 5.991330623626709, 'learning_rate': 4.951538461538462e-05, 'epoch': 0.53}
{'loss': 0.3402, 'grad_norm': 4.845505714416504, 'learning_rate': 4.948974358974359e-05, 'epoch': 0.53}
{'loss': 0.297, 'grad_norm': 12.980863571166992, 'learning_rate': 4.946410256410257e-05, 'epoch': 0.54}
{'loss': 0.4756, 'grad_norm': 5.5727996826171875, 'learning_rate': 4.943846153846154e-05, 'epoch': 0.55}
{'loss': 0.3776, 'grad_norm': 5.655858993530273, 'learning_rate': 4.9412820512820516e-05, 'epoch': 0.56}
{'loss': 0.3481, 'grad_norm': 7.42388391494751, 'learning_rate': 4.938717948717949e-05, 'epoch': 0.56}
{'loss': 0.3326, 'grad_norm': 7.223668098449707, 'learning_rate': 4.9361538461538464e-05, 'epoch': 0.57}
{'loss': 0.4141, 'grad_norm': 7.610328674316406, 'learning_rate': 4.933589743589744e-05, 'epoch': 0.58}
{'loss': 0.4388, 'grad_norm': 6.716877460479736, 'learning_rate': 4.931025641025641e-05, 'epoch': 0.59}
{'loss': 0.3949, 'grad_norm': 11.818486213684082, 'learning_rate': 4.928461538461539e-05, 'epoch': 0.59}
{'loss': 0.2873, 'grad_norm': 13.977580070495605, 'learning_rate': 4.9258974358974365e-05, 'epoch': 0.6}
{'loss': 0.3338, 'grad_norm': 4.991551876068115, 'learning_rate': 4.9233333333333335e-05, 'epoch': 0.61}
{'loss': 0.3592, 'grad_norm': 10.151765823364258, 'learning_rate': 4.920769230769231e-05, 'epoch': 0.62}
{'loss': 0.306, 'grad_norm': 2.6105122566223145, 'learning_rate': 4.918205128205128e-05, 'epoch': 0.62}
{'loss': 0.2767, 'grad_norm': 8.087788581848145, 'learning_rate': 4.915641025641026e-05, 'epoch': 0.63}
{'loss': 0.3387, 'grad_norm': 4.555411338806152, 'learning_rate': 4.9130769230769237e-05, 'epoch': 0.64}
{'loss': 0.4064, 'grad_norm': 10.500771522521973, 'learning_rate': 4.910512820512821e-05, 'epoch': 0.65}
{'loss': 0.3798, 'grad_norm': 12.229422569274902, 'learning_rate': 4.9079487179487184e-05, 'epoch': 0.65}
{'loss': 0.3009, 'grad_norm': 6.037552833557129, 'learning_rate': 4.9053846153846154e-05, 'epoch': 0.66}
{'loss': 0.3218, 'grad_norm': 6.097995281219482, 'learning_rate': 4.902820512820513e-05, 'epoch': 0.67}
{'loss': 0.2817, 'grad_norm': 9.709697723388672, 'learning_rate': 4.90025641025641e-05, 'epoch': 0.68}
{'loss': 0.304, 'grad_norm': 5.406264305114746, 'learning_rate': 4.897692307692308e-05, 'epoch': 0.69}
{'loss': 0.2805, 'grad_norm': 9.22420597076416, 'learning_rate': 4.8951282051282055e-05, 'epoch': 0.69}
{'loss': 0.3704, 'grad_norm': 5.411006927490234, 'learning_rate': 4.8925641025641026e-05, 'epoch': 0.7}
{'loss': 0.3583, 'grad_norm': 6.603858947753906, 'learning_rate': 4.89e-05, 'epoch': 0.71}
{'loss': 0.3653, 'grad_norm': 10.076282501220703, 'learning_rate': 4.887435897435897e-05, 'epoch': 0.72}
{'loss': 0.3161, 'grad_norm': 10.047110557556152, 'learning_rate': 4.884871794871796e-05, 'epoch': 0.72}
{'loss': 0.3551, 'grad_norm': 5.661271572113037, 'learning_rate': 4.882307692307693e-05, 'epoch': 0.73}
{'loss': 0.3866, 'grad_norm': 6.265665054321289, 'learning_rate': 4.87974358974359e-05, 'epoch': 0.74}
{'loss': 0.4246, 'grad_norm': 11.540371894836426, 'learning_rate': 4.8771794871794874e-05, 'epoch': 0.75}
{'loss': 0.3089, 'grad_norm': 3.9617295265197754, 'learning_rate': 4.8746153846153845e-05, 'epoch': 0.75}
{'loss': 0.33, 'grad_norm': 16.922470092773438, 'learning_rate': 4.872051282051282e-05, 'epoch': 0.76}
{'loss': 0.2606, 'grad_norm': 4.121635437011719, 'learning_rate': 4.86948717948718e-05, 'epoch': 0.77}
{'loss': 0.3024, 'grad_norm': 5.4166579246521, 'learning_rate': 4.8669230769230776e-05, 'epoch': 0.78}
{'loss': 0.3435, 'grad_norm': 6.297329902648926, 'learning_rate': 4.8643589743589746e-05, 'epoch': 0.78}
{'loss': 0.371, 'grad_norm': 7.353312969207764, 'learning_rate': 4.8617948717948716e-05, 'epoch': 0.79}
{'loss': 0.3388, 'grad_norm': 8.057503700256348, 'learning_rate': 4.859230769230769e-05, 'epoch': 0.8}
{'loss': 0.304, 'grad_norm': 12.945703506469727, 'learning_rate': 4.856666666666667e-05, 'epoch': 0.81}
{'loss': 0.3417, 'grad_norm': 7.545845985412598, 'learning_rate': 4.854102564102565e-05, 'epoch': 0.81}
{'loss': 0.346, 'grad_norm': 2.3285775184631348, 'learning_rate': 4.851538461538462e-05, 'epoch': 0.82}
{'loss': 0.3238, 'grad_norm': 9.54134464263916, 'learning_rate': 4.8489743589743595e-05, 'epoch': 0.83}
{'loss': 0.3386, 'grad_norm': 13.732294082641602, 'learning_rate': 4.8464102564102565e-05, 'epoch': 0.84}
{'loss': 0.2582, 'grad_norm': 6.141430854797363, 'learning_rate': 4.8438461538461535e-05, 'epoch': 0.85}
{'loss': 0.2281, 'grad_norm': 6.558145523071289, 'learning_rate': 4.841282051282052e-05, 'epoch': 0.85}
{'loss': 0.3991, 'grad_norm': 4.7430100440979, 'learning_rate': 4.838717948717949e-05, 'epoch': 0.86}
{'loss': 0.3068, 'grad_norm': 6.346858024597168, 'learning_rate': 4.8361538461538466e-05, 'epoch': 0.87}
{'loss': 0.3312, 'grad_norm': 5.408446788787842, 'learning_rate': 4.8335897435897437e-05, 'epoch': 0.88}
{'loss': 0.323, 'grad_norm': 6.193224906921387, 'learning_rate': 4.8310256410256414e-05, 'epoch': 0.88}
{'loss': 0.3173, 'grad_norm': 9.017468452453613, 'learning_rate': 4.828461538461539e-05, 'epoch': 0.89}
{'loss': 0.3238, 'grad_norm': 5.270925521850586, 'learning_rate': 4.825897435897436e-05, 'epoch': 0.9}
{'loss': 0.3336, 'grad_norm': 7.1925883293151855, 'learning_rate': 4.823333333333334e-05, 'epoch': 0.91}
{'loss': 0.3061, 'grad_norm': 5.15088415145874, 'learning_rate': 4.820769230769231e-05, 'epoch': 0.91}
{'loss': 0.376, 'grad_norm': 11.490748405456543, 'learning_rate': 4.8182051282051285e-05, 'epoch': 0.92}
{'loss': 0.2956, 'grad_norm': 7.43742561340332, 'learning_rate': 4.815641025641026e-05, 'epoch': 0.93}
{'loss': 0.2807, 'grad_norm': 4.649631023406982, 'learning_rate': 4.813076923076923e-05, 'epoch': 0.94}
{'loss': 0.3038, 'grad_norm': 4.241601467132568, 'learning_rate': 4.810512820512821e-05, 'epoch': 0.94}
{'loss': 0.2899, 'grad_norm': 6.123434543609619, 'learning_rate': 4.807948717948718e-05, 'epoch': 0.95}
{'loss': 0.2752, 'grad_norm': 5.692681789398193, 'learning_rate': 4.805384615384616e-05, 'epoch': 0.96}
{'loss': 0.2083, 'grad_norm': 9.338418960571289, 'learning_rate': 4.802820512820513e-05, 'epoch': 0.97}
{'loss': 0.3215, 'grad_norm': 12.369112968444824, 'learning_rate': 4.8002564102564104e-05, 'epoch': 0.97}
{'loss': 0.2912, 'grad_norm': 10.0011625289917, 'learning_rate': 4.797692307692308e-05, 'epoch': 0.98}
{'loss': 0.2967, 'grad_norm': 13.703780174255371, 'learning_rate': 4.795128205128205e-05, 'epoch': 0.99}
{'loss': 0.3004, 'grad_norm': 4.387423992156982, 'learning_rate': 4.792564102564103e-05, 'epoch': 1.0}
                                                                                                                                                                
{'eval_loss': 0.27473801374435425, 'eval_f1_macro': 0.9091782460705533, 'eval_f1_micro': 0.912, 'eval_f1_weighted': 0.9128619203017596, 'eval_precision': 0.9228476811095855, 'eval_recall': 0.912, 'eval_accuracy': 0.912, 'eval_runtime': 10.6413, 'eval_samples_per_second': 281.921, 'eval_steps_per_second': 8.834, 'epoch': 1.0}
{'loss': 0.2715, 'grad_norm': 8.318830490112305, 'learning_rate': 4.79e-05, 'epoch': 1.01}
{'loss': 0.2375, 'grad_norm': 5.048130989074707, 'learning_rate': 4.787435897435898e-05, 'epoch': 1.01}
{'loss': 0.1703, 'grad_norm': 1.4452446699142456, 'learning_rate': 4.784871794871795e-05, 'epoch': 1.02}
{'loss': 0.2534, 'grad_norm': 9.996199607849121, 'learning_rate': 4.782307692307692e-05, 'epoch': 1.03}
{'loss': 0.2935, 'grad_norm': 4.861673355102539, 'learning_rate': 4.77974358974359e-05, 'epoch': 1.04}
{'loss': 0.1726, 'grad_norm': 4.327235221862793, 'learning_rate': 4.777179487179487e-05, 'epoch': 1.04}
{'loss': 0.2009, 'grad_norm': 5.576671123504639, 'learning_rate': 4.774615384615385e-05, 'epoch': 1.05}
{'loss': 0.1979, 'grad_norm': 10.232091903686523, 'learning_rate': 4.7720512820512824e-05, 'epoch': 1.06}
{'loss': 0.2268, 'grad_norm': 7.9118146896362305, 'learning_rate': 4.76948717948718e-05, 'epoch': 1.07}
{'loss': 0.2692, 'grad_norm': 6.586091995239258, 'learning_rate': 4.766923076923077e-05, 'epoch': 1.07}
{'loss': 0.2461, 'grad_norm': 4.953385829925537, 'learning_rate': 4.764358974358974e-05, 'epoch': 1.08}
{'loss': 0.2317, 'grad_norm': 7.462930202484131, 'learning_rate': 4.761794871794872e-05, 'epoch': 1.09}
{'loss': 0.2586, 'grad_norm': 8.172242164611816, 'learning_rate': 4.7592307692307696e-05, 'epoch': 1.1}
{'loss': 0.2488, 'grad_norm': 9.093888282775879, 'learning_rate': 4.756666666666667e-05, 'epoch': 1.1}
{'loss': 0.2301, 'grad_norm': 3.6038413047790527, 'learning_rate': 4.7541025641025643e-05, 'epoch': 1.11}
{'loss': 0.1996, 'grad_norm': 4.190829277038574, 'learning_rate': 4.751538461538462e-05, 'epoch': 1.12}
{'loss': 0.2081, 'grad_norm': 16.3328857421875, 'learning_rate': 4.748974358974359e-05, 'epoch': 1.13}
{'loss': 0.2246, 'grad_norm': 9.921526908874512, 'learning_rate': 4.746410256410256e-05, 'epoch': 1.13}
{'loss': 0.2539, 'grad_norm': 6.786377429962158, 'learning_rate': 4.7438461538461545e-05, 'epoch': 1.14}
{'loss': 0.2474, 'grad_norm': 9.188745498657227, 'learning_rate': 4.7412820512820515e-05, 'epoch': 1.15}
{'loss': 0.1927, 'grad_norm': 10.62656307220459, 'learning_rate': 4.738717948717949e-05, 'epoch': 1.16}
{'loss': 0.3121, 'grad_norm': 6.24786901473999, 'learning_rate': 4.736153846153846e-05, 'epoch': 1.17}
{'loss': 0.1214, 'grad_norm': 4.226926326751709, 'learning_rate': 4.733589743589744e-05, 'epoch': 1.17}
{'loss': 0.2192, 'grad_norm': 5.5779194831848145, 'learning_rate': 4.7310256410256416e-05, 'epoch': 1.18}
{'loss': 0.2299, 'grad_norm': 10.044803619384766, 'learning_rate': 4.728461538461539e-05, 'epoch': 1.19}
{'loss': 0.3136, 'grad_norm': 6.97951602935791, 'learning_rate': 4.7258974358974364e-05, 'epoch': 1.2}
{'loss': 0.2662, 'grad_norm': 6.4594831466674805, 'learning_rate': 4.7233333333333334e-05, 'epoch': 1.2}
{'loss': 0.1896, 'grad_norm': 11.813726425170898, 'learning_rate': 4.720769230769231e-05, 'epoch': 1.21}
{'loss': 0.2064, 'grad_norm': 13.828104019165039, 'learning_rate': 4.718205128205128e-05, 'epoch': 1.22}
{'loss': 0.1991, 'grad_norm': 13.47603988647461, 'learning_rate': 4.715641025641026e-05, 'epoch': 1.23}
{'loss': 0.3066, 'grad_norm': 6.779698848724365, 'learning_rate': 4.7130769230769235e-05, 'epoch': 1.23}
{'loss': 0.2155, 'grad_norm': 5.1933698654174805, 'learning_rate': 4.7105128205128206e-05, 'epoch': 1.24}
{'loss': 0.2149, 'grad_norm': 9.766151428222656, 'learning_rate': 4.707948717948718e-05, 'epoch': 1.25}
{'loss': 0.2572, 'grad_norm': 5.850688934326172, 'learning_rate': 4.705384615384615e-05, 'epoch': 1.26}
{'loss': 0.2332, 'grad_norm': 4.301486968994141, 'learning_rate': 4.702820512820513e-05, 'epoch': 1.26}
{'loss': 0.2195, 'grad_norm': 7.890700340270996, 'learning_rate': 4.700256410256411e-05, 'epoch': 1.27}
{'loss': 0.333, 'grad_norm': 3.9936721324920654, 'learning_rate': 4.697692307692308e-05, 'epoch': 1.28}
{'loss': 0.2337, 'grad_norm': 11.941567420959473, 'learning_rate': 4.6951282051282054e-05, 'epoch': 1.29}
{'loss': 0.2138, 'grad_norm': 6.549602508544922, 'learning_rate': 4.6925641025641025e-05, 'epoch': 1.29}
{'loss': 0.3008, 'grad_norm': 7.483768463134766, 'learning_rate': 4.69e-05, 'epoch': 1.3}
{'loss': 0.2062, 'grad_norm': 7.185669422149658, 'learning_rate': 4.687435897435898e-05, 'epoch': 1.31}
{'loss': 0.3937, 'grad_norm': 5.1248040199279785, 'learning_rate': 4.684871794871795e-05, 'epoch': 1.32}
{'loss': 0.2621, 'grad_norm': 7.049454212188721, 'learning_rate': 4.6823076923076926e-05, 'epoch': 1.33}
{'loss': 0.2316, 'grad_norm': 10.524681091308594, 'learning_rate': 4.6797435897435896e-05, 'epoch': 1.33}
{'loss': 0.2463, 'grad_norm': 9.41940975189209, 'learning_rate': 4.677179487179487e-05, 'epoch': 1.34}
{'loss': 0.3226, 'grad_norm': 3.6033995151519775, 'learning_rate': 4.674615384615385e-05, 'epoch': 1.35}
{'loss': 0.1878, 'grad_norm': 4.705615997314453, 'learning_rate': 4.672051282051283e-05, 'epoch': 1.36}
{'loss': 0.2029, 'grad_norm': 6.106679916381836, 'learning_rate': 4.66948717948718e-05, 'epoch': 1.36}
{'loss': 0.1861, 'grad_norm': 2.235496759414673, 'learning_rate': 4.666923076923077e-05, 'epoch': 1.37}
{'loss': 0.2474, 'grad_norm': 8.498488426208496, 'learning_rate': 4.6643589743589745e-05, 'epoch': 1.38}
{'loss': 0.2555, 'grad_norm': 19.338886260986328, 'learning_rate': 4.661794871794872e-05, 'epoch': 1.39}
{'loss': 0.2606, 'grad_norm': 4.398899555206299, 'learning_rate': 4.65923076923077e-05, 'epoch': 1.39}
{'loss': 0.2437, 'grad_norm': 4.990192890167236, 'learning_rate': 4.656666666666667e-05, 'epoch': 1.4}
{'loss': 0.2348, 'grad_norm': 3.8280742168426514, 'learning_rate': 4.6541025641025646e-05, 'epoch': 1.41}
{'loss': 0.2899, 'grad_norm': 8.805541038513184, 'learning_rate': 4.6515384615384616e-05, 'epoch': 1.42}
{'loss': 0.2509, 'grad_norm': 6.2731709480285645, 'learning_rate': 4.648974358974359e-05, 'epoch': 1.42}
{'loss': 0.2218, 'grad_norm': 10.274600982666016, 'learning_rate': 4.646410256410257e-05, 'epoch': 1.43}
{'loss': 0.2696, 'grad_norm': 9.793822288513184, 'learning_rate': 4.643846153846154e-05, 'epoch': 1.44}
{'loss': 0.2518, 'grad_norm': 8.069430351257324, 'learning_rate': 4.641282051282052e-05, 'epoch': 1.45}
{'loss': 0.257, 'grad_norm': 2.824347734451294, 'learning_rate': 4.638717948717949e-05, 'epoch': 1.45}
{'loss': 0.2691, 'grad_norm': 10.155058860778809, 'learning_rate': 4.6361538461538465e-05, 'epoch': 1.46}
{'loss': 0.245, 'grad_norm': 5.14441442489624, 'learning_rate': 4.633589743589744e-05, 'epoch': 1.47}
{'loss': 0.1637, 'grad_norm': 10.159379959106445, 'learning_rate': 4.631025641025641e-05, 'epoch': 1.48}
{'loss': 0.1747, 'grad_norm': 3.85300350189209, 'learning_rate': 4.628461538461539e-05, 'epoch': 1.49}
{'loss': 0.2518, 'grad_norm': 15.049939155578613, 'learning_rate': 4.625897435897436e-05, 'epoch': 1.49}
{'loss': 0.235, 'grad_norm': 8.681511878967285, 'learning_rate': 4.623333333333334e-05, 'epoch': 1.5}
{'loss': 0.2334, 'grad_norm': 2.8134334087371826, 'learning_rate': 4.620769230769231e-05, 'epoch': 1.51}
{'loss': 0.2288, 'grad_norm': 8.267664909362793, 'learning_rate': 4.6182051282051284e-05, 'epoch': 1.52}
{'loss': 0.2181, 'grad_norm': 9.752973556518555, 'learning_rate': 4.615641025641026e-05, 'epoch': 1.52}
{'loss': 0.2188, 'grad_norm': 2.326153516769409, 'learning_rate': 4.613076923076923e-05, 'epoch': 1.53}
{'loss': 0.3521, 'grad_norm': 7.043862819671631, 'learning_rate': 4.610512820512821e-05, 'epoch': 1.54}
{'loss': 0.2367, 'grad_norm': 8.50869369506836, 'learning_rate': 4.607948717948718e-05, 'epoch': 1.55}
{'loss': 0.2014, 'grad_norm': 6.094167709350586, 'learning_rate': 4.6053846153846156e-05, 'epoch': 1.55}
{'loss': 0.2219, 'grad_norm': 20.753408432006836, 'learning_rate': 4.602820512820513e-05, 'epoch': 1.56}
{'loss': 0.2141, 'grad_norm': 10.225801467895508, 'learning_rate': 4.60025641025641e-05, 'epoch': 1.57}
{'loss': 0.2165, 'grad_norm': 7.717803955078125, 'learning_rate': 4.597692307692308e-05, 'epoch': 1.58}
{'loss': 0.2601, 'grad_norm': 7.661502838134766, 'learning_rate': 4.595128205128205e-05, 'epoch': 1.58}
{'loss': 0.1751, 'grad_norm': 4.122616767883301, 'learning_rate': 4.592564102564103e-05, 'epoch': 1.59}
{'loss': 0.2295, 'grad_norm': 3.154123067855835, 'learning_rate': 4.5900000000000004e-05, 'epoch': 1.6}
{'loss': 0.2903, 'grad_norm': 13.579397201538086, 'learning_rate': 4.5874358974358975e-05, 'epoch': 1.61}
{'loss': 0.2584, 'grad_norm': 14.568981170654297, 'learning_rate': 4.584871794871795e-05, 'epoch': 1.61}
{'loss': 0.2029, 'grad_norm': 10.002324104309082, 'learning_rate': 4.582307692307692e-05, 'epoch': 1.62}
{'loss': 0.2593, 'grad_norm': 8.102266311645508, 'learning_rate': 4.57974358974359e-05, 'epoch': 1.63}
{'loss': 0.2228, 'grad_norm': 1.7929308414459229, 'learning_rate': 4.5771794871794876e-05, 'epoch': 1.64}
{'loss': 0.17, 'grad_norm': 7.62569522857666, 'learning_rate': 4.574615384615385e-05, 'epoch': 1.65}
{'loss': 0.1584, 'grad_norm': 4.458159446716309, 'learning_rate': 4.572051282051282e-05, 'epoch': 1.65}
{'loss': 0.2394, 'grad_norm': 6.438747882843018, 'learning_rate': 4.5694871794871794e-05, 'epoch': 1.66}
{'loss': 0.3346, 'grad_norm': 7.820509910583496, 'learning_rate': 4.566923076923077e-05, 'epoch': 1.67}
{'loss': 0.1788, 'grad_norm': 4.521894931793213, 'learning_rate': 4.564358974358974e-05, 'epoch': 1.68}
{'loss': 0.2039, 'grad_norm': 4.934453010559082, 'learning_rate': 4.5617948717948725e-05, 'epoch': 1.68}
{'loss': 0.3063, 'grad_norm': 8.599453926086426, 'learning_rate': 4.5592307692307695e-05, 'epoch': 1.69}
{'loss': 0.215, 'grad_norm': 4.6929707527160645, 'learning_rate': 4.556666666666667e-05, 'epoch': 1.7}
{'loss': 0.2738, 'grad_norm': 11.116825103759766, 'learning_rate': 4.554102564102564e-05, 'epoch': 1.71}
{'loss': 0.2528, 'grad_norm': 14.280685424804688, 'learning_rate': 4.551538461538461e-05, 'epoch': 1.71}
{'loss': 0.2157, 'grad_norm': 6.705223083496094, 'learning_rate': 4.5489743589743596e-05, 'epoch': 1.72}
{'loss': 0.1944, 'grad_norm': 5.362092971801758, 'learning_rate': 4.5464102564102567e-05, 'epoch': 1.73}
{'loss': 0.2729, 'grad_norm': 4.366986274719238, 'learning_rate': 4.5438461538461544e-05, 'epoch': 1.74}
{'loss': 0.2266, 'grad_norm': 8.79372787475586, 'learning_rate': 4.5412820512820514e-05, 'epoch': 1.74}
{'loss': 0.2172, 'grad_norm': 7.454504013061523, 'learning_rate': 4.538717948717949e-05, 'epoch': 1.75}
