                                                                                                                                                                
{'loss': 1.4434, 'grad_norm': 3.540067672729492, 'learning_rate': 9e-07, 'epoch': 0.01}
{'loss': 0.2662, 'grad_norm': 5.27398681640625, 'learning_rate': 4.897692307692308e-05, 'epoch': 0.69}
{'loss': 0.2823, 'grad_norm': 3.82548189163208, 'learning_rate': 4.8951282051282055e-05, 'epoch': 0.69}
{'loss': 0.3228, 'grad_norm': 4.328772068023682, 'learning_rate': 4.8925641025641026e-05, 'epoch': 0.7}
{'loss': 0.3026, 'grad_norm': 6.470685958862305, 'learning_rate': 4.89e-05, 'epoch': 0.71}
{'loss': 0.2618, 'grad_norm': 3.427973747253418, 'learning_rate': 4.887435897435897e-05, 'epoch': 0.72}
{'loss': 0.2476, 'grad_norm': 4.475229740142822, 'learning_rate': 4.884871794871796e-05, 'epoch': 0.72}
{'loss': 0.3763, 'grad_norm': 8.166951179504395, 'learning_rate': 4.882307692307693e-05, 'epoch': 0.73}
{'loss': 0.2775, 'grad_norm': 9.394660949707031, 'learning_rate': 4.87974358974359e-05, 'epoch': 0.74}
{'loss': 0.2812, 'grad_norm': 7.423580169677734, 'learning_rate': 4.8771794871794874e-05, 'epoch': 0.75}
{'loss': 0.2938, 'grad_norm': 3.3729448318481445, 'learning_rate': 4.8746153846153845e-05, 'epoch': 0.75}
{'loss': 0.3245, 'grad_norm': 6.883332252502441, 'learning_rate': 4.872051282051282e-05, 'epoch': 0.76}
{'loss': 0.252, 'grad_norm': 5.289391040802002, 'learning_rate': 4.86948717948718e-05, 'epoch': 0.77}
{'loss': 0.2823, 'grad_norm': 4.389069557189941, 'learning_rate': 4.8669230769230776e-05, 'epoch': 0.78}
{'loss': 0.2486, 'grad_norm': 4.4342169761657715, 'learning_rate': 4.8643589743589746e-05, 'epoch': 0.78}
{'loss': 0.3067, 'grad_norm': 7.079105377197266, 'learning_rate': 4.8617948717948716e-05, 'epoch': 0.79}
{'loss': 0.2913, 'grad_norm': 9.205265045166016, 'learning_rate': 4.859230769230769e-05, 'epoch': 0.8}
{'loss': 0.2437, 'grad_norm': 11.535505294799805, 'learning_rate': 4.856666666666667e-05, 'epoch': 0.81}
{'loss': 0.3421, 'grad_norm': 6.62703275680542, 'learning_rate': 4.854102564102565e-05, 'epoch': 0.81}
{'loss': 0.291, 'grad_norm': 2.6639246940612793, 'learning_rate': 4.851538461538462e-05, 'epoch': 0.82}
{'loss': 0.2777, 'grad_norm': 3.5203723907470703, 'learning_rate': 4.8489743589743595e-05, 'epoch': 0.83}
{'loss': 0.2525, 'grad_norm': 6.288703918457031, 'learning_rate': 4.8464102564102565e-05, 'epoch': 0.84}
{'loss': 0.2573, 'grad_norm': 4.034335613250732, 'learning_rate': 4.8438461538461535e-05, 'epoch': 0.85}
{'loss': 0.2144, 'grad_norm': 8.289751052856445, 'learning_rate': 4.841282051282052e-05, 'epoch': 0.85}
{'loss': 0.3787, 'grad_norm': 3.8175275325775146, 'learning_rate': 4.838717948717949e-05, 'epoch': 0.86}
{'loss': 0.4123, 'grad_norm': 3.8914248943328857, 'learning_rate': 4.8361538461538466e-05, 'epoch': 0.87}
{'loss': 0.2314, 'grad_norm': 3.05880069732666, 'learning_rate': 4.8335897435897437e-05, 'epoch': 0.88}
{'loss': 0.256, 'grad_norm': 7.460951805114746, 'learning_rate': 4.8310256410256414e-05, 'epoch': 0.88}
{'loss': 0.2503, 'grad_norm': 2.3039543628692627, 'learning_rate': 4.828461538461539e-05, 'epoch': 0.89}
{'loss': 0.3194, 'grad_norm': 6.314875602722168, 'learning_rate': 4.825897435897436e-05, 'epoch': 0.9}
{'loss': 0.3528, 'grad_norm': 6.859598636627197, 'learning_rate': 4.823333333333334e-05, 'epoch': 0.91}
{'loss': 0.2724, 'grad_norm': 4.500328063964844, 'learning_rate': 4.820769230769231e-05, 'epoch': 0.91}
{'loss': 0.3107, 'grad_norm': 5.274242877960205, 'learning_rate': 4.8182051282051285e-05, 'epoch': 0.92}
{'loss': 0.2537, 'grad_norm': 4.1397318840026855, 'learning_rate': 4.815641025641026e-05, 'epoch': 0.93}
{'loss': 0.2836, 'grad_norm': 9.384276390075684, 'learning_rate': 4.813076923076923e-05, 'epoch': 0.94}
{'loss': 0.2829, 'grad_norm': 0.9257984757423401, 'learning_rate': 4.810512820512821e-05, 'epoch': 0.94}
{'loss': 0.3044, 'grad_norm': 5.8311591148376465, 'learning_rate': 4.807948717948718e-05, 'epoch': 0.95}
{'loss': 0.2468, 'grad_norm': 3.918158769607544, 'learning_rate': 4.805384615384616e-05, 'epoch': 0.96}
{'loss': 0.216, 'grad_norm': 3.549041509628296, 'learning_rate': 4.802820512820513e-05, 'epoch': 0.97}
{'loss': 0.2713, 'grad_norm': 3.4236364364624023, 'learning_rate': 4.8002564102564104e-05, 'epoch': 0.97}
{'loss': 0.3006, 'grad_norm': 6.796502113342285, 'learning_rate': 4.797692307692308e-05, 'epoch': 0.98}
{'loss': 0.2375, 'grad_norm': 10.041365623474121, 'learning_rate': 4.795128205128205e-05, 'epoch': 0.99}
{'loss': 0.231, 'grad_norm': 6.281142711639404, 'learning_rate': 4.792564102564103e-05, 'epoch': 1.0}
                                                                                                                                                                
{'eval_loss': 0.2820507287979126, 'eval_f1_macro': 0.908739328828374, 'eval_f1_micro': 0.9116666666666666, 'eval_f1_weighted': 0.9116198437508473, 'eval_precision': 0.9178532469856197, 'eval_recall': 0.9116666666666666, 'eval_accuracy': 0.9116666666666666, 'eval_runtime': 9.4875, 'eval_samples_per_second': 316.204, 'eval_steps_per_second': 9.908, 'epoch': 1.0}
{'loss': 0.1997, 'grad_norm': 5.663837909698486, 'learning_rate': 4.79e-05, 'epoch': 1.01}
{'loss': 0.1826, 'grad_norm': 11.448017120361328, 'learning_rate': 4.787435897435898e-05, 'epoch': 1.01}
{'loss': 0.1225, 'grad_norm': 3.3876943588256836, 'learning_rate': 4.784871794871795e-05, 'epoch': 1.02}
{'loss': 0.1601, 'grad_norm': 8.983104705810547, 'learning_rate': 4.782307692307692e-05, 'epoch': 1.03}
{'loss': 0.2115, 'grad_norm': 6.681997776031494, 'learning_rate': 4.77974358974359e-05, 'epoch': 1.04}
{'loss': 0.125, 'grad_norm': 1.4708741903305054, 'learning_rate': 4.777179487179487e-05, 'epoch': 1.04}
{'loss': 0.1857, 'grad_norm': 8.662769317626953, 'learning_rate': 4.774615384615385e-05, 'epoch': 1.05}
{'loss': 0.2514, 'grad_norm': 8.899821281433105, 'learning_rate': 4.7720512820512824e-05, 'epoch': 1.06}
{'loss': 0.211, 'grad_norm': 11.858726501464844, 'learning_rate': 4.76948717948718e-05, 'epoch': 1.07}
{'loss': 0.1487, 'grad_norm': 8.180615425109863, 'learning_rate': 4.766923076923077e-05, 'epoch': 1.07}
{'loss': 0.2309, 'grad_norm': 9.214704513549805, 'learning_rate': 4.764358974358974e-05, 'epoch': 1.08}
{'loss': 0.2413, 'grad_norm': 5.31096076965332, 'learning_rate': 4.761794871794872e-05, 'epoch': 1.09}
{'loss': 0.2111, 'grad_norm': 8.59730339050293, 'learning_rate': 4.7592307692307696e-05, 'epoch': 1.1}
{'loss': 0.2055, 'grad_norm': 3.80861234664917, 'learning_rate': 4.756666666666667e-05, 'epoch': 1.1}
{'loss': 0.1484, 'grad_norm': 10.19137954711914, 'learning_rate': 4.7541025641025643e-05, 'epoch': 1.11}
{'loss': 0.171, 'grad_norm': 2.832420825958252, 'learning_rate': 4.751538461538462e-05, 'epoch': 1.12}
{'loss': 0.133, 'grad_norm': 7.818066596984863, 'learning_rate': 4.748974358974359e-05, 'epoch': 1.13}
{'loss': 0.1461, 'grad_norm': 4.255389213562012, 'learning_rate': 4.746410256410256e-05, 'epoch': 1.13}
{'loss': 0.2797, 'grad_norm': 7.765778064727783, 'learning_rate': 4.7438461538461545e-05, 'epoch': 1.14}
{'loss': 0.2035, 'grad_norm': 4.7553911209106445, 'learning_rate': 4.7412820512820515e-05, 'epoch': 1.15}
{'loss': 0.1368, 'grad_norm': 3.6298322677612305, 'learning_rate': 4.738717948717949e-05, 'epoch': 1.16}
{'loss': 0.1867, 'grad_norm': 7.895287990570068, 'learning_rate': 4.736153846153846e-05, 'epoch': 1.17}
{'loss': 0.1183, 'grad_norm': 8.02611255645752, 'learning_rate': 4.733589743589744e-05, 'epoch': 1.17}
{'loss': 0.2678, 'grad_norm': 6.027024745941162, 'learning_rate': 4.7310256410256416e-05, 'epoch': 1.18}
{'loss': 0.1541, 'grad_norm': 2.308532238006592, 'learning_rate': 4.728461538461539e-05, 'epoch': 1.19}
{'loss': 0.2185, 'grad_norm': 6.510787487030029, 'learning_rate': 4.7258974358974364e-05, 'epoch': 1.2}
{'loss': 0.2039, 'grad_norm': 4.639551639556885, 'learning_rate': 4.7233333333333334e-05, 'epoch': 1.2}
{'loss': 0.1544, 'grad_norm': 5.840770244598389, 'learning_rate': 4.720769230769231e-05, 'epoch': 1.21}
{'loss': 0.1338, 'grad_norm': 6.304364204406738, 'learning_rate': 4.718205128205128e-05, 'epoch': 1.22}
{'loss': 0.1399, 'grad_norm': 10.526494026184082, 'learning_rate': 4.715641025641026e-05, 'epoch': 1.23}
{'loss': 0.2642, 'grad_norm': 9.54725170135498, 'learning_rate': 4.7130769230769235e-05, 'epoch': 1.23}
{'loss': 0.1823, 'grad_norm': 3.8480610847473145, 'learning_rate': 4.7105128205128206e-05, 'epoch': 1.24}
{'loss': 0.1614, 'grad_norm': 6.6160125732421875, 'learning_rate': 4.707948717948718e-05, 'epoch': 1.25}
{'loss': 0.1909, 'grad_norm': 8.6425199508667, 'learning_rate': 4.705384615384615e-05, 'epoch': 1.26}
{'loss': 0.2794, 'grad_norm': 1.9441208839416504, 'learning_rate': 4.702820512820513e-05, 'epoch': 1.26}
{'loss': 0.1656, 'grad_norm': 8.429420471191406, 'learning_rate': 4.700256410256411e-05, 'epoch': 1.27}
{'loss': 0.205, 'grad_norm': 2.3049347400665283, 'learning_rate': 4.697692307692308e-05, 'epoch': 1.28}
{'loss': 0.1649, 'grad_norm': 1.8596833944320679, 'learning_rate': 4.6951282051282054e-05, 'epoch': 1.29}
{'loss': 0.1883, 'grad_norm': 3.1919281482696533, 'learning_rate': 4.6925641025641025e-05, 'epoch': 1.29}
{'loss': 0.1818, 'grad_norm': 5.022177219390869, 'learning_rate': 4.69e-05, 'epoch': 1.3}
{'loss': 0.1543, 'grad_norm': 4.602967262268066, 'learning_rate': 4.687435897435898e-05, 'epoch': 1.31}
{'loss': 0.2435, 'grad_norm': 3.464811325073242, 'learning_rate': 4.684871794871795e-05, 'epoch': 1.32}
{'loss': 0.1896, 'grad_norm': 7.683277606964111, 'learning_rate': 4.6823076923076926e-05, 'epoch': 1.33}
{'loss': 0.227, 'grad_norm': 10.338700294494629, 'learning_rate': 4.6797435897435896e-05, 'epoch': 1.33}
{'loss': 0.2085, 'grad_norm': 3.431217670440674, 'learning_rate': 4.677179487179487e-05, 'epoch': 1.34}
{'loss': 0.1937, 'grad_norm': 3.662337303161621, 'learning_rate': 4.674615384615385e-05, 'epoch': 1.35}
{'loss': 0.1348, 'grad_norm': 2.3578715324401855, 'learning_rate': 4.672051282051283e-05, 'epoch': 1.36}
{'loss': 0.1657, 'grad_norm': 1.6297682523727417, 'learning_rate': 4.66948717948718e-05, 'epoch': 1.36}
{'loss': 0.2053, 'grad_norm': 4.845898628234863, 'learning_rate': 4.666923076923077e-05, 'epoch': 1.37}
{'loss': 0.1446, 'grad_norm': 5.284615993499756, 'learning_rate': 4.6643589743589745e-05, 'epoch': 1.38}
{'loss': 0.1647, 'grad_norm': 2.8450586795806885, 'learning_rate': 4.661794871794872e-05, 'epoch': 1.39}
{'loss': 0.1893, 'grad_norm': 0.9185009598731995, 'learning_rate': 4.65923076923077e-05, 'epoch': 1.39}
{'loss': 0.1802, 'grad_norm': 5.108240604400635, 'learning_rate': 4.656666666666667e-05, 'epoch': 1.4}
{'loss': 0.2468, 'grad_norm': 4.544082164764404, 'learning_rate': 4.6541025641025646e-05, 'epoch': 1.41}
{'loss': 0.1995, 'grad_norm': 9.705083847045898, 'learning_rate': 4.6515384615384616e-05, 'epoch': 1.42}
{'loss': 0.2255, 'grad_norm': 9.985591888427734, 'learning_rate': 4.648974358974359e-05, 'epoch': 1.42}
{'loss': 0.2066, 'grad_norm': 3.2972195148468018, 'learning_rate': 4.646410256410257e-05, 'epoch': 1.43}
{'loss': 0.2053, 'grad_norm': 4.857749938964844, 'learning_rate': 4.643846153846154e-05, 'epoch': 1.44}
{'loss': 0.1765, 'grad_norm': 3.1895406246185303, 'learning_rate': 4.641282051282052e-05, 'epoch': 1.45}
{'loss': 0.1904, 'grad_norm': 3.097491502761841, 'learning_rate': 4.638717948717949e-05, 'epoch': 1.45}
{'loss': 0.1865, 'grad_norm': 3.997117519378662, 'learning_rate': 4.6361538461538465e-05, 'epoch': 1.46}
{'loss': 0.2512, 'grad_norm': 2.146202325820923, 'learning_rate': 4.633589743589744e-05, 'epoch': 1.47}
{'loss': 0.144, 'grad_norm': 7.641871452331543, 'learning_rate': 4.631025641025641e-05, 'epoch': 1.48}
{'loss': 0.1333, 'grad_norm': 1.01345694065094, 'learning_rate': 4.628461538461539e-05, 'epoch': 1.49}
{'loss': 0.2193, 'grad_norm': 7.611856460571289, 'learning_rate': 4.625897435897436e-05, 'epoch': 1.49}
{'loss': 0.1919, 'grad_norm': 5.012105941772461, 'learning_rate': 4.623333333333334e-05, 'epoch': 1.5}
{'loss': 0.1747, 'grad_norm': 5.77041482925415, 'learning_rate': 4.620769230769231e-05, 'epoch': 1.51}
{'loss': 0.2481, 'grad_norm': 9.865875244140625, 'learning_rate': 4.6182051282051284e-05, 'epoch': 1.52}
{'loss': 0.1606, 'grad_norm': 4.379134654998779, 'learning_rate': 4.615641025641026e-05, 'epoch': 1.52}
{'loss': 0.1653, 'grad_norm': 13.843039512634277, 'learning_rate': 4.613076923076923e-05, 'epoch': 1.53}
{'loss': 0.1921, 'grad_norm': 5.5243096351623535, 'learning_rate': 4.610512820512821e-05, 'epoch': 1.54}
{'loss': 0.2088, 'grad_norm': 7.711395263671875, 'learning_rate': 4.607948717948718e-05, 'epoch': 1.55}
{'loss': 0.1915, 'grad_norm': 3.6364145278930664, 'learning_rate': 4.6053846153846156e-05, 'epoch': 1.55}
{'loss': 0.1771, 'grad_norm': 5.370785713195801, 'learning_rate': 4.602820512820513e-05, 'epoch': 1.56}
{'loss': 0.1249, 'grad_norm': 5.062322616577148, 'learning_rate': 4.60025641025641e-05, 'epoch': 1.57}
{'loss': 0.1714, 'grad_norm': 18.570598602294922, 'learning_rate': 4.597692307692308e-05, 'epoch': 1.58}
{'loss': 0.1625, 'grad_norm': 10.380767822265625, 'learning_rate': 4.595128205128205e-05, 'epoch': 1.58}
{'loss': 0.1507, 'grad_norm': 4.083757400512695, 'learning_rate': 4.592564102564103e-05, 'epoch': 1.59}
{'loss': 0.1373, 'grad_norm': 3.820768117904663, 'learning_rate': 4.5900000000000004e-05, 'epoch': 1.6}
{'loss': 0.2514, 'grad_norm': 8.09048080444336, 'learning_rate': 4.5874358974358975e-05, 'epoch': 1.61}
{'loss': 0.2254, 'grad_norm': 11.00817584991455, 'learning_rate': 4.584871794871795e-05, 'epoch': 1.61}
{'loss': 0.1741, 'grad_norm': 5.43117618560791, 'learning_rate': 4.582307692307692e-05, 'epoch': 1.62}
{'loss': 0.1709, 'grad_norm': 5.8202338218688965, 'learning_rate': 4.57974358974359e-05, 'epoch': 1.63}
{'loss': 0.2275, 'grad_norm': 1.8568650484085083, 'learning_rate': 4.5771794871794876e-05, 'epoch': 1.64}
{'loss': 0.1304, 'grad_norm': 5.473239898681641, 'learning_rate': 4.574615384615385e-05, 'epoch': 1.65}
{'loss': 0.1212, 'grad_norm': 4.040677070617676, 'learning_rate': 4.572051282051282e-05, 'epoch': 1.65}
{'loss': 0.141, 'grad_norm': 8.079129219055176, 'learning_rate': 4.5694871794871794e-05, 'epoch': 1.66}
{'loss': 0.2256, 'grad_norm': 5.682453632354736, 'learning_rate': 4.566923076923077e-05, 'epoch': 1.67}
{'loss': 0.1397, 'grad_norm': 7.617781639099121, 'learning_rate': 4.564358974358974e-05, 'epoch': 1.68}
{'loss': 0.1639, 'grad_norm': 7.470180511474609, 'learning_rate': 4.5617948717948725e-05, 'epoch': 1.68}
{'loss': 0.199, 'grad_norm': 12.769744873046875, 'learning_rate': 4.5592307692307695e-05, 'epoch': 1.69}
{'loss': 0.1661, 'grad_norm': 6.77617073059082, 'learning_rate': 4.556666666666667e-05, 'epoch': 1.7}
{'loss': 0.2234, 'grad_norm': 2.8569633960723877, 'learning_rate': 4.554102564102564e-05, 'epoch': 1.71}
{'loss': 0.1497, 'grad_norm': 2.9250802993774414, 'learning_rate': 4.551538461538461e-05, 'epoch': 1.71}
{'loss': 0.1539, 'grad_norm': 10.293536186218262, 'learning_rate': 4.5489743589743596e-05, 'epoch': 1.72}
{'loss': 0.1539, 'grad_norm': 3.8945634365081787, 'learning_rate': 4.5464102564102567e-05, 'epoch': 1.73}
{'loss': 0.2227, 'grad_norm': 8.14261531829834, 'learning_rate': 4.5438461538461544e-05, 'epoch': 1.74}
{'loss': 0.1851, 'grad_norm': 1.9717862606048584, 'learning_rate': 4.5412820512820514e-05, 'epoch': 1.74}
