vi_text,labels
Những thiệt hại do biến đổi khí hậu gây ra đối với nền kinh tế quốc gia đặt ra rủi ro cho hoạt động kinh doanh của Bảo Việt xét đến sự giảm thu nhập và nhu cầu thay thế bảo hiểm bằng những ưu tiên cấp bách hơn để đạt được các mục tiêu ngắn hạn,3
Chúng tôi đang hướng tới một loại nhựa nguyên chất từ nhiên liệu hóa thạch được sử dụng để làm đồ chơi Happy Meal vào cuối năm 2025,1
Câu cuối cùng Việc làm theo hướng dẫn của Cơ quan Thuế trong việc thanh tra kiểm toán về thuế đối với Doanh nghiệp hàng năm có ý nghĩa khẳng định trách nhiệm nộp thuế và giảm thiểu rủi ro mắc lỗi liên tục kéo dài qua nhiều năm,3
Trong FY thảo luận về kế hoạch kế nhiệm cho hơn 70 các đối tác nhân viên cấp quản lý,3
Mặc dù tác động của đại dịch COVID19 vẫn tiếp tục Kiểm tra và Đánh giá nội bộ Tập đoàn Bảo Việt đã hoàn thành 100 các cuộc kiểm toán theo kế hoạch bằng cách ứng dụng chuyển đổi số trong hoạt động của mình,3
Đối với các hoạt động đầu tư có trách nhiệm trong năm 2018 Tập đoàn Novaland cũng đang hợp tác với Ngân hàng TMCP Quân Đội MBBank và Uỷ ban Nhân dân Thành phố Hồ Chí Minh để thực hiện nhiều dự án phát triển cộng đồng,3
Thực hiện kiểm toán tại Tập đoàn Bảo Việt Công ty Quản lý Quỹ Bảo Việt Công ty Đầu tư Bảo Việt hoạt động đầu tư tài chính tại Trụ sở chính của các đơn vị này không bao gồm hoạt động tạm ứng từ giá trị giải ước,3
Bộ cam kết thúc đẩy sự thay đổi có ý nghĩa nhận ra rằng chúng ta luôn có thể làm nhiều hơn nữa để làm cho môi trường của chúng ta tốt hơn thậm chí chấp nhận nhiều hơn,0
Ví dụ The Journey of Watermột sự thu hút sắp tới lấy cảm hứng từ Moanasẽ không chỉ bảo tồn nước với các nguyên tắc lớp tốt nhất mà còn làm nổi bật tầm quan trọng của chu kỳ nước tự nhiên,1
Chúng ta muốn trở thành một thế lực thực sự để thay đổi thị trường của chúng ta giúp công ty trả lời những câu hỏi lớn về cách trở nên vững vàng hơn,0
Những cuộc họp này có sự tham gia của đại diện lãnh đạo cấp cao và giúp các nhà đầu tư tìm hiểu về hoạt động kinh doanh hiện tại định hướng phát triển trong tương lai và giải đáp thắc mắc của họ về kết quả tài chính tình hình tài chính chiến lược hoạt động cũng như nguồn nhân lực được coi là tài sản quý giá nhất,3
2020Cập nhật danh sách rủi ro trọng yếu của tập đoàn danh sách rủi ro cho mỗi phòng ban và danh sách rủi ro chi tiết về các cơ hội và đe dọa tiềm ẩn có thể ảnh hưởng đến sự ổn định tài chính hoạt động tuân thủ và thương hiệu của tổ chức,2
Nội dung báo cáo dựa trên thông tin dữ liệu từ hoạt động kinh doanh chính của Tập đoàn Novaland tại Việt Nam và thu thập được giới hạn trong phạm vi Tập đoàn Novaland và các công ty con mà Tập đoàn nắm giữ hơn 50 vốn cổ phần,3
Ngoài ra PNJ cũng áp dụng các chuẩn mực quốc tế như Thẻ điểm Quản trị Công ty Khu vực ASEAN ACGS nhằm hướng tới những tiêu chuẩn toàn cầu và đáp ứng tốt các yêu cầu phát triển nhanh chóng của công ty trong môi trường kinh doanh cạnh tranh hiện nay,3
Tác động kinh tế đáng kể của thói quen mua sắm là một phần không thể thiếu trong nền kinh tế quốc gia với phạm vi phủ sóng rộng rãi trên toàn quốc tại tất cả 63 tỉnh và thành phố,0
"Để duy trì việc thực hiện và cập nhật các tiêu chuẩn HSEQ quốc tế, chúng tôi sẽ nỗ lực hết mình nhằm đáp ứng đầy đủ những đòi hỏi khắt khe của khách hàng đối với hoạt động sản xuất sạch hơn và bền vững.",2
Hướng dẫn về phúc lợi động vật của chúng tôiđối với thịt gà thịt bò thịt lợn và sữalà cách chúng tôi phấn đấu để đảm bảo rằng các nhà cung cấp của chúng tôi đối xử với động vật một cách nhân đạo nhất có thể bất cứ khi nào có thể,2
Tất cả các nhân viên lựa chọn tham gia làm việc từ xa đều sẽ có hiệu suất công việc của họ được người quản lý đánh giá trong khoảng từ hoàn thành đến xuất sắc.,2
Trên toàn cầu trong quá trình ứng dụng Marriott chỉ yêu cầu mức lương mong muốn của ứng viên và cấm các chuyên gia nhân sự thu thập hoặc sử dụng lịch sử bồi thường khi thiết lập mức lương khởi điểm cho nhân viên mới,2
tích cực tuyển sinh từ hàng trăm trường cao đẳng và đại học,0
Kết quả là họ linh hoạt điều chỉnh và đưa ra quyết định quản lý kịp thời để thích ứng với nhu cầu thị trường không thể dự đoán được nhằm ưu tiên đảm bảo nguồn hàng liên tục và hoạt động kinh doanh không bị gián đoạn,3
Hoạt động của các Ủy ban trong năm 2022 như sau 112Chương 5 Phát triển bền vững Báo cáo bền vững về Môi trường Xã hội và Quản trị 113Các hoạt động của Ban Giám đốc Điều hành trực thuộc HĐQT Ủy ban quản lý rủi ro BRC BRC là một cơ quan được HĐQT thành lập với mục tiêu thực hiện các nhiệm vụ chuyên môn do HĐQT phân công liên quan đến kiểm soát giám sát và quản trị rủi ro trong lĩnh vực ngân hàng,3
Bằng cách này công ty đảm bảo rằng tất cả các nhà thầu và khách truy cập sẽ có đủ kiến thức cũng như kỹ năng cần thiết để tự bảo vệ mình và những người khác chống lại bất kỳ mối nguy hiểm tiềm ẩn nào khi làm việc tại địa điểm,2
Tỷ trọng dự kiến chiếm hơn 70 về số lượng khóa và 77 về số học viên theo bản đồ học tập kỹ thuật số,2
Trả cổ tức 15 bằng tiền mặt cho năm tài chính 2021 là 987 triệu USD,0
Chương trình đánh giá thường xuyên sáu tháng một lần được triển khai tại các đơn vị để xác định và giảm thiểu kịp thời mọi rủi ro tiềm ẩn,3
Hơn nữa họ chỉ ra những gì quan trọng nhất đối với tất cả các bên liên quan của chúng ta,0
Việc điều chỉnh những niềm tin và hành vi chủ chốt này sẽ giúp nâng cao tính thống nhất và thích đáng cho phép nhân viên của bạn nắm bắt tốt hơn và áp dụng hiệu quả các nguyên tắc chính yếu vào thực tiễn công việc hàng ngày,3
Chúng tôi cũng tách riêng xử lý và tiêu huỷ một cách an toàn các chất thải bí mật theo các tiêu chuẩn an ninh hiện hành,1
Hơn nữa trách nhiệm này không chỉ thuộc về Cintas và các đối tác nhân viên của nó chúng tôi có những kỳ vọng tương tự như các nhà cung cấp bên ngoài nhà thầu và đối tác kinh doanh của chúng tôi,2
Là một phần trong sự hỗ trợ của chúng tôi cho Chương trình Sinh thái Cảnh quan của RBG Kew chúng tôi đang hỗ trợ lập bản đồ cảnh quan bao gồm carbon được lưu trữ tại Kew và Wakehurst phát triển các phương pháp và dữ liệu có thể được sử dụng rộng rãi hơn để hiểu cách các cảnh quan và môi trường sống khác nhau trên mặt đất lưu trữ carbon,1
Các hành vi tham nhũng có thể gây ra nhiều hậu quả tiêu cực đối với cả môi trường kinh doanh lẫn nền kinh tế và phúc lợi xã hội,3
Ngoài ra để xây dựng đội ngũ nhân viên CNTT chất lượng cao chúng tôi đã triển khai Chương trình tài trợ chứng chỉ quốc tế vào năm 2019 với mục tiêu đạt được 62 cá nhân có bằng cấp cuối cùng trước cuối năm nay,2
Trong chương trình phúc lợi nhân viên Gannett Match phù hợp với quyên góp của nhân viên lớn hơn 50 đô la lên đến 10000 đô la hàng năm cũng như Gannett Cares cung cấp cho nhân viên bị ảnh hưởng bởi thiên tai hỗ trợ tài chính miễn thuế,2
Hệ thống quản lý tập trung vào việc giảm tác động của một số chất thải đáng kể đối với môi trường,1
Dẫn dắt trực tuyến xây dựng niềm tin lòng dũng cảm quản lý và quản lý hiệu suất Tham gia nhân viên Chúng tôi sử dụng hỗn hợp các kênh để thu thập thông tin đầu vào từ nhân viên trong toàn tổ chức,3
Nó diễn đạt cùng một thông điệp như câu gốc nhưng với sự rõ ràng và chính xác hơn,0
Về mặt hoạt động công ty tuân thủ đúng quy định xử lý nước thải kinh doanh sản phẩm thân thiện với môi trường Doanh thu đèn năng lượng mặt trời là 100 tỷ đồng và đã triển khai ISO 223012019 Hệ thống quản lý kinh doanh và ISO 450012018 Hệ thống quản lý an toàn và sức khỏe nghề nghiệp,3
Tại Henry Schein chúng tôi có một lực lượng lao động đa thế hệ được tạo thành từ những TSM từ các thế hệ khác nhau,0
Duy trì và phát triển một hệ thống ba tuyến phòng thủ chặt chẽ trong đó bao gồm việc thực hiện các biện pháp kiểm soát từ đầu vào thông qua các hoạt động nghiệp vụ với sự đánh giá và phân tích của bộ phận Quản lý Rủi ro để xác định và phân loại rủi ro tuân thủ đồng thời duy trì kiểm soát sau bởi cả hai đơn vị Kiểm toán Nội bộ và Kiểm toán Độc lập,3
Ngoài ra họ cũng thành lập trang web mang tên Việt Nam Khỏe Mạnh nhằm hỗ trợ quyên góp hơn 8 triệu USD cho việc tiếp nhận vắc xin ngừa virus corona của Chính phủ Việt Nam,2
Câu đã sửa đổi Việc xác định các công nghệ cung cấp giá trị cao nhất để phân bổ ngân sách sẽ tối ưu hóa quá trình ra quyết định đảm bảo rằng mọi khoản đầu tư đều hợp lý và phù hợp với mục tiêu sản xuất kinh doanh,3
Hệ thống mét vuông có khả năng tiết kiệm tới 160000 lít nước mỗi năm,1
Chúng tôi hỗ trợ họ bằng cách tạo ra một văn hoá phản hồi huấn luyện với các công cụ linh hoạt hơn để nâng cao kinh nghiệm ứng viên và nhân viên,2
"Tập đoàn Pan thực hiện đầy đủ các trách nhiệm về thuế, lao động và lương đối với người lao động của họ trong năm qua.",2
Mỗi năm Hội đồng quản trị phân bổ các khoản đóng góp tùy ý của công ty cho Kế hoạch Đối tác dựa trên hiệu quả tài chính của năm trước và các quỹ đó được phân phối cho các kế hoạch của các đối tác nhân viên đủ điều kiện hàng năm,3
512 tấn được quy định bởi Hệ số Phát thải của SchneiderKlippe 1 SKF 12,1
Thiết lập mức độ kiểm soát trong quá trình xem xét thanh toán để giảm thiểu những rủi ro tiềm ẩn liên quan đến dữ liệu chính xác hồ sơ nhân viên thích hợp ủy quyền phê duyệt phù hợp và tuân thủ quy định của pháp luật,3
"Hệ thống pin mặt trời trên mái nhà của toà nhà được cung cấp năng lượng bởi một mảng lớn các tế bào quang điện, tạo ra khoảng 250.000 kilowatt giờ mỗi năm và giảm đáng kể chi phí năng lượng cho tòa nhà.",1
Ở đó chúng tôi coi LNG là một nguồn năng lượng đáng tin cậy và an toàn ít carbon dioxide CO2 giúp đảm bảo một tương lai xanh hơn cho đất nước,1
Với tư cách là một doanh nghiệp hoạt động trong ngành bảo hiểm và dịch vụ tài chính Bảo Việt luôn ưu tiên vấn đề an toàn sức khỏe của cộng đồng cũng như khách hàng bằng cách tích hợp chúng vào nghiên cứu thiết kế sản phẩm để cung cấp các giải pháp bảo vệ toàn diện,2
Giá bao gồm nội dung số phát triển sản phẩm hoạt động bền vững trải nghiệm khách hàng và chiến lược tiếp thị,2
"Cơ cấu thu nhập theo GRI 201-1 bao gồm các khoản thu nhập tạo ra và phân phối kinh tế của doanh nghiệp, trong đó một chỉ tiêu quan trọng là tỷ lệ mức lương khởi điểm theo giới tính so với mức lương tối thiểu vùng.",2
Tập đoàn Vingroup tự hào về cam kết không ngừng nghỉ của mình đối với việc kiến tạo tương lai xanh kiên trì với mục tiêu và chiến lược phát triển bền vững để thúc đẩy tích cực quá trình chuyển đổi hướng tới một thế giới sạch sẽ trong lành hơn,3
Điều này đặc biệt liên quan đến lĩnh vực năng lượng mà còn cả lĩnh vực xây dựng,0
"Đồng thời, TMV cũng không đưa ra bất cứ điều khoản ngoại lệ nào cho các tuyên bố và cam kết đó, bất kể mục đích đằng sau những hành động trái với quy định có phải là để mang lại lợi ích cho công ty hoặc khách hàng hay không.",2
"Cùng nhau, chúng tôi sẽ xây dựng các chương trình đào tạo golf theo tiêu chuẩn quốc tế, đồng tổ chức các giải đấu golf với sự góp mặt của những tay golf nổi tiếng thế giới.",0
Mục đích của việc xây dựng một xã hội bảo hiểm bền vững văn minh và hiện đại là để tăng cường các nỗ lực nhằm tạo ra một hệ thống hành chính mạnh mẽ hơn hiệu quả hơn về mặt pháp luật và có tính chất quản trị tốt nhất,3
Informa tồn tại để kết nối mọi người với kiến thức và tác động lớn nhất của chúng tôi trên thế giới là thông qua nội dung và các kết nối mà chúng tôi cung cấp cho khách hàng,2
Để chi tiết hoá việc sử dụng tiền thu được cho đến nay,0
Câu hiện tại đọc trơn tru với đúng dấu chấm câu và sự liên kết giữa các mệnh đề khác nhau,0
Nó bao gồm các phát thải từ các hoạt động của chúng tôi Scopes Scope 3 Chúng tôi đang làm việc với Vườn thực vật Hoàng gia Kew để phát triển chiến lược tự nhiên của chúng tôi Cách tiếp cận của chúng tôi đối với nhân quyền áp dụng cho Sky Zero cũng như đối với phần còn lại của doanh nghiệp của chúng tôi,1
"Qua quá trình tham gia thảo luận, liên hệ, chúng tôi xác định được những vấn đề mà cả hai bên đều có sự quan tâm sâu sắc và tầm quan trọng tương ứng của chúng trong việc điều hành Tập đoàn Bảo Việt.",0
Là một nhà xuất bản báo Gannett theo dõi chặt chẽ và quản lý việc tiêu thụ giấy của nó,3
Để cung cấp thông tin chính xác về báo cáo cập nhật và rà soát thường xuyên trong quý 3 năm 2022 bao gồm cả việc trình bày chi tiết tình hình thực hiện các yêu cầu của Ủy ban QLRR tại kỳ họp Q22022,3
Đây cũng là những kênh quan trọng để giáo dục và nâng cao nhận thức của nhân viên về các vấn đề quan trọng như sự đa dạng công bằng và bao hàm môi trường và nhiều hơn nữa,2
"Để làm việc ở độ cao hơn 6 feet, người lao động cần phải có đào tạo và giấy chứng nhận do Văn phòng An toàn cung cấp.",2
"Hệ thống sẽ dựa vào những tham số này để tính toán mức độ rủi ro và hỗ trợ người dùng bằng cách đề xuất thực hiện các biện pháp kiểm soát hoặc hành động xử lý rủi ro được thiết lập sẵn một cách hợp lý, nhằm giảm thiểu rủi ro tiềm ẩn cho dự án.",3
Hiến Chương tiết lộ mọi thủ tục pháp lý trong hồ sơ của Uỷ ban chứng khoán và hối đoái,3
Ngoài sự tương tác giữa các cộng sự và khách hàng chúng tôi dựa vào sự tương tác với các quan chức và nhà quản lý cộng đồng địa phương các hiệp hội ngành các nhóm cộng đồng các cổ đông và cộng đồng tài chính và các bên khác,2
Chúng tôi thực hiện vai trò của mình trong việc giải quyết các tác động môi trường được tạo ra thông qua các hoạt động kinh doanh của chúng tôi rất nghiêm túc,3
Chúng tôi đang tích cực theo đuổi các cơ hội để tăng đại diện ứng cử viên thiểu số ở các vị trí nghề nghiệp ban đầu và chúng tôi tiếp tục làm việc để mở rộng cách chúng tôi tiếp cận tìm kiếm các chuyên gia nghề nghiệp ban đầu,0
Phải đưa thông tin về việc thu thập và xử lý chất thải độc hại vào bản tổng kết hoạt động bảo vệ môi trường cho chính quyền địa phương xem xét,1
Đóng góp vào việc soạn thảo luật dầu mỏ được đề nghị để hoàn thiện khuôn khổ pháp lý cho sự phát triển của lĩnh vực dầu khí này,3
Hàng năm Novaland vẫn duy trì việc kiểm tra sức khỏe thường xuyên của người lao động để đảm bảo các phúc lợi tốt nhất có thể cho họ,2
Gannett sẽ chỉ sử dụng logo FSC hoặc SFI trên các sản phẩm in được xác định tương ứng là FSC hoặc SFI,3
ACB tin rằng ngoài việc thực hiện tốt trong nội bộ để tránh lãng phí tài nguyên tư duy và tinh thần trân trọng tài nguyên cũng có thể lan tỏa đến các bên liên quan như khách hàng đối tác hoặc cộng đồng và qua đó mang lại những ảnh hưởng tích cực hơn nữa cho nguồn lực của Việt Nam vầ toàn cầu,3
Sự kiện âm nhạc kéo dài bốn giờ này đã gây quỹ cho việc phục hồi và bảo vệ Pantanal vùng đất ngập nước lớn nhất thế giới gần đây đã mất 26 rừng do cháy rừng,1
Tại Charter chúng tôi đánh giá cao nền tảng quan điểm và kinh nghiệm độc đáo của nhân viên và đối tác của mình,2
STB SNE và thiết bị di động thuộc sở hữu hoặc kiểm soát của khách hàng Kể từ khi hoàn thành đánh giá cơ bản GHG đầu tiên về hàng tồn kho GHG cho năm 2020 và 2021,2
Sự khác biệt về giới tính trong lực lượng lao động có thể được quan sát thấy khi so sánh tỷ lệ nam nữ ở vị trí lãnh đạo với tỷ lệ tổng thể của nhân viên.,2
Nhà máy thông minh sẽ giúp theo dõi các sai sót hình thành từ đó giảm số lượng sản phẩm bị lỗi dẫn đến tiết kiệm chi phí nguyên vật liệu trực tiếp,3
Bộ phận kiểm toán nội bộ của công ty thực hiện đánh giá rủi ro hàng năm đối với các khách sạn do mình sở hữu thuê quản lý và xác định các tài sản cần kiểm toán dựa trên các yếu tố rủi ro cụ thể về phòng chống tham nhũng và các yếu tố rủi ro khác,3
Thông qua việc sàng lọc cấp cao tất cả đã bắt đầu phát triển một sự hiểu biết sơ bộ về loại khí thải Phạm vi 3 nào có liên quan đến kinh doanh của chúng tôi,1
Chúng tôi cam kết tiếp tục theo dõi và báo cáo sự cố đào tạo nhân viên duy trì các chính sách và thủ tục và cung cấp cơ chế báo cáo sự cố,2
Các nhân viên nên đối xử với nhau bằng sự tôn trọng cam kết cống hiến có tinh thần trách nhiệm cao và hy vọng tích cực,2
Ít nhất hàng năm Chủ tịch Uỷ ban CG N sẽ cung cấp báo cáo về các chủ đề này cho toàn thể hội đồng quản trị,3
Thách thức là phải cải thiện cách tiếp cận tổng thể của chúng tôi về tính bền vững trong khi vẫn đảm bảo bao bì của chúng tôi vẫn làm tốt công việc bảo vệ sản phẩm từ nhà máy đến khách hàng,2
"So với những gì xảy ra trước khi đại dịch bắt đầu vào năm 2017, lượng dầu mà công ty sử dụng trong năm 2023 là duy trì ổn định nhưng thấp hơn đáng kể so với mức trước đó - giảm khoảng 4%.",1
Hiện tại chúng tôi đang hoàn thiện chính sách báo cáo nội bộ của mình và dự định đưa nó vào áp dụng ngay khi có thể trong tương lai gần,3
