vi_text,labels,label_names,confidence,vote_count,total_models,pseudo_labeled,source
car đã chỉ định bảo hiểm toàn và ba hãng vận chuyển dịch vụ khác để xử lý bảo hiểm ô tô thương mại nhượng lại.,0,Irrelevant,0.9974477171897888,5,5,True,ensemble_voting
công ty chào mời các nhà đầu tư cơ hội đầu tư vào danh mục đầu tư đa dạng gồm 11 tòa nhà văn phòng và 6 bất động sản bán lẻ tại hồng kông với tổng diện tích bao gồm để có thể thuê là khoảng 1.,0,Irrelevant,0.9974466115236282,4,4,True,ensemble_voting
"khi số tài sản chuyển nhượng không thể khôi phục và vượt quá giá trị hợp lý, khoản lỗ giảm giá được ghi nhận tương đương với mức chênh lệch giữa giá trị điều chỉnh của nhóm tài sản trên giá trị hợp lý ước tính.",0,Irrelevant,0.9974428415298462,7,7,True,ensemble_voting
"chi phí tách rời phát sinh trong giai đoạn sản xuất thường được chấp nhận để mang lại hai lợi - sản xuất khoáng thặng dư trong kỳ - được xem là phí sản xuất khoáng thặng dư; - hoặc - cải thiện khả năng tiếp cận khoáng để sản xuất trong tương lai - được công nhận là 'tài sản tách khoáng', nếu đáp ứng các tiêu chí - lợi ích kinh tế trong tương lai (đạt được khả năng tiếp cận khối khoáng tốt hơn) đối với hoạt động tách khoáng có khả năng xảy ra; - các thành phần trong khối khoáng mà phương pháp tiếp cận được cải thiện có thể được xác định chính xác; và - chi phí liên quan đến hoạt động tách khời liên quan đến thành phần đó có thể được biện pháp một cách chắc chắn.",0,Irrelevant,0.9974353313446044,4,4,True,ensemble_voting
"ông gia nhập credit suisse trong năm 2014 từ deutsche bank, nơi ông đã là giám đốc điều hành, bao gồm tiện ích và sản xuất điện.",0,Irrelevant,0.9974341491858164,6,6,True,ensemble_voting
"ngày hôm nay, chúng tôi bán một phần lớn các sản phẩm sức khoẻ cá nhân của chúng tôi thông qua các kênh trực tuyến, được hỗ trợ bởi marketing kỹ thuật số.",0,Irrelevant,0.9974318246046702,6,6,True,ensemble_voting
"năm hết hạn dự kiến của nhóm bằng sáng chế này, nếu được cấp, có hiệu lực và có thể thực thi được, là phần mở rộng, điều chỉnh hoặc khôi phục thời hạn có thể có theo luật pháp quốc gia.",0,Irrelevant,0.997431144118309,4,4,True,ensemble_voting
"kết quả là, vào tháng 5 và sau đó sẽ tham gia với các điều khoản ngang bằng với tất cả các đơn vị phổ biến khác trong việc phân phối tiền mặt có sẵn.",0,Irrelevant,0.9974295993645986,6,6,True,ensemble_voting
công ty tài trợ (bằng với giá trị hợp lý) 458 triệu 616) được cung cấp như là tài sản thế chấp cho hiệp định mua lại.,0,Irrelevant,0.997426118169512,7,7,True,ensemble_voting
công ty tìm cách cung cấp khả năng tiếp cận ngân hàng cho thị trường cấp đầu vào thường bị loại trừ về tài chính do dòng tiền rất thấp hoặc không thường xuyên.,0,Irrelevant,0.9974258286612374,7,7,True,ensemble_voting
công ty sau đây sẽ ngày càng có nguy cơ bị trói chấp bởi các tài sản chưa bòn rút ra và sau đó sẽ buộc phải làm giảm giá trị.,0,Irrelevant,0.9974239826202392,5,5,True,ensemble_voting
sự thiện chí phát sinh từ sự kết hợp có thể được chấp nhận cho các sức mạnh tổng hợp mong đợi do sự kết hợp này và giá trị của lực lượng lao động của coloau được công nhận như một tài sản phi vật chất.,0,Irrelevant,0.9974187850952148,5,5,True,ensemble_voting
"ngay cả khi đạt được một quyền giấy phép đối với các quyền sở hữu trí tuệ, bất kỳ giấy phép nào như vậy đều có thể không độc quyền, cho phép những đối thủ cạnh tranh với chúng tôi được tiếp cận với các công nghệ có giấy phép cho chúng tôi.",0,Irrelevant,0.9974178791046142,5,5,True,ensemble_voting
mọi chi phí tổn thất liên quan đến kinh nghiệm phát sinh khi yêu cầu bảo hiểm sức khỏe được ghi nhận khi tính toán các yêu cầu bảo hiểm dự kiến trong tương lai.,0,Irrelevant,0.997415155172348,6,6,True,ensemble_voting
công vấn lý (hoặc khoảng trống tiêu cực) tồn tại khi các khoản nợ tái định giá nhanh hơn hoặc theo tỷ lệ lớn hơn so với tài sản trong một thời kỳ nhất định và có xu hướng mang lại lợi nhuận ròng trong môi trường lãi suất giảm.,0,Irrelevant,0.9974131882190704,4,4,True,ensemble_voting
"cgu nhóm cgu gồm một nhóm cgu (thương mại kỹ thuật số) và sáu cgu cá nhân (thiết kế sản phẩm, giá tiền và khuyến mại, lions và warc).",0,Irrelevant,0.9974125742912292,5,5,True,ensemble_voting
công pháp tính toán khoản bồi thường đó giả định như hỗ trợ hoàn toàn số tiền yêu cầu trong năm tai nạn sau cùng sẽ được chi trả theo tỉ lệ tổn hại đã phí trong năm đó.,0,Irrelevant,0.9974117636680604,5,5,True,ensemble_voting
"đặc biệt, tiện ích bổ sung talktalk tv của chúng tôi cung cấp khả năng truy cập linh hoạt vào nhiều nội dung miễn phí và trả phí do bên thứ ba cung cấp thông qua nền tảng youview.",0,Irrelevant,0.9974117279052734,5,5,True,ensemble_voting
"khi nhận được bất kỳ khoản thu nào từ các vụ kiện tụng rmbs hoặc tiền thu được từ việc bán hoặc định đoạt ambac uk, aac sẽ áp dụng số tiền bằng số tiền nhỏ hơn trong số (a) số tiền thu được từ các vụ kiện tụng rmbs lên đến số tiền bán hoặc phân phối của ambac uk, khi thích hợp, và (b) tất cả khoản gốc còn tồn đọng, bảo hiểm, nếu có, và tiền lãi trong thời gian chờ xử lý và tiền lãi không thanh toán cho bản ghi aac sitka để đổi lấy bản ghi aac sitka, một phần hoặc toàn bộ phần, nếu có điều kiện; với điều kiện là rằng bất kỳ khoản thu hồi không dùng tiền mặt nào từ các vụ kiện tụng rmbs sẽ được coi là đã nhận được đối với việc nhận được thẩm định có thể áp dụng.",0,Irrelevant,0.9974113255739212,4,4,True,ensemble_voting
"sự gia tăng chi phí tiền lương trong phân khúc truyền thông cố định và trong phân khúc ""khác"" đã được bù đắp bằng một sự sụt giảm trong các phân khúc chính khác của tập đoàn do số lượng việc làm giảm.",0,Irrelevant,0.997411161661148,4,4,True,ensemble_voting
tiếp cận vốn đã có tầm quan trọng sống còn đối với sự thành công lâu dài của hoạt động kinh doanh của chúng tôi nhằm cho phép tập đoàn tiến hành các kế hoạch mở rộng của mình cho hầm lò.,0,Irrelevant,0.9974079926808676,6,6,True,ensemble_voting
"trong số các tổn thất trong năm xảy ra tai nạn nghiêm trọng không phải thảm họa, tổn thất do hoạt động giảm ở các ngành bất động sản, hàng hải nội địa và bảo lãnh được bù đắp một phần do hoạt động tổn thất tăng ở các ngành kinh doanh đa rủi ro và công nghiệp đặc biệt.",0,Irrelevant,0.9974011033773422,4,4,True,ensemble_voting
công ty bougainville copper trong báo cáo của mình cho biết hỗ chấp nhận các điều kiện yêu cầu của phòng ba của toà án png và được toà án quốc gia png thông qua rồi cho phép tìm kiếm một bản đánh giá tư pháp của quy trình nộp đơn đổi cấp phép.,0,Irrelevant,0.9973996728658676,4,4,True,ensemble_voting
"nelnet bank hoạt động như một công ty nhượng quyền thương mại ngân hàng công nghiệp internet, có trụ sở tại utah, chú trọng vào thị trường cho vay giáo dục tư nhân, với một văn phòng chính tại thành phố salt lake, utah.",0,Irrelevant,0.9973979353904724,5,5,True,ensemble_voting
"trong bài phát biểu tại sự kiện, giám đốc phái đoàn usaid tại việt nam, aler grubbs, cho biết usaid cam kết cải thiện tăng trưởng kinh tế và khả năng cạnh tranh của việt nam.",0,Irrelevant,0.9973978757858276,5,5,True,ensemble_voting
"nareit định nghĩa ffo là thước đo không phải gaap chấp nhận và báo cáo phổ biến nhất về hiệu quả hoạt động của reit bằng với thu nhập ròng (được tính theo gaap), không bao gồm lãi (hoặc lỗ) từ việc bán bất động sản, khấu hao và khấu hao và suy giảm liên quan đến bất động sản và sau khi điều chỉnh cho quan hệ đối tác và liên doanh không hợp nhất.",0,Irrelevant,0.9973957879202706,7,7,True,ensemble_voting
"công vấn và chúng tôi trong báo cáo hàng năm của công ty chấp nhận nhiệm vụ đã yêu cầu chúng tôi ra mắt sản phẩm này, nhiệm vụ thực hiện này có hiệu quả ngay lập tức.",0,Irrelevant,0.9973933597405752,6,6,True,ensemble_voting
"trước tháng 8, trong một phần hoặc toàn bộ các hỗ trợ này, với một khoản bồi thường bằng giá trị bằng 100% số tiền gốc cộng thêm phí bảo hiểm toàn bộ và tiền lãi được bao hoặc chưa được trả đến ngày mua lại.",0,Irrelevant,0.9973932802677156,6,6,True,ensemble_voting
"báo cáo tài chính của tập đoàn đã được chuẩn bị theo tiêu chuẩn báo cáo tài chính quốc tế (ifrs) do liên minh châu âu và yêu cầu của luật công ty síp, chương đã thông qua.",0,Irrelevant,0.9973931908607484,6,6,True,ensemble_voting
"công ty được xếp hạng ""rất tốt"" trong lần hỗ trợ quan dự về đạo luật tái đầu tư cộng đồng gần đây nhất.",0,Irrelevant,0.9973927651132856,7,7,True,ensemble_voting
nhóm đo lường khoản trợ cấp mất mát ở số tiền tương đương với ecl trọn đời nếu rủi ro tín dụng đối với công cụ tài chính đó đã tăng lên đáng kể kể từ lần công nhận ban đầu.,0,Irrelevant,0.997390995422999,6,6,True,ensemble_voting
"phương pháp được sử dụng để xác định tỷ lệ chiết khấu, trong việc đo lường hệ thống trợ cấp hưu trí uk, đã được cập nhật trong lời khuyên thống kê sau đây để đảm bảo rằng tỷ lệ chiết khấu vẫn vững chắc trước những thay đổi trong sản lượng trái phiếu, tăng tỷ lệ chiết khấu thêm 0,1%. phương pháp được sử dụng để xác định tỷ lệ chiết khấu, trong việc đo lường hệ thống trợ cấp hưu trí của vương quốc anh, đã được cập nhật trong lời khuyên thống kê sau đây để đảm bảo rằng tỷ lệ chiết khấu vẫn ổn định trước những thay đổi trong tỷ suất trái phiếu, làm tăng tỷ lệ chiết khấu thêm 0,1%.",0,Irrelevant,0.9973893284797668,5,5,True,ensemble_voting
"công ty mẹ tài chính cũng có thể hoạt động phục hồi hỗ chấp bởi các nhà đầu tư, nhìn nhận nghiêm trọng hơn đối với tài sản làm ăn nguy hiểm.",0,Irrelevant,0.9973852187395096,4,4,True,ensemble_voting
"trong nửa cuối năm, trong khu vực đó xảy ra tình trạng bất ổn kinh tế vĩ mô và sự không chắc chắn tăng dần, được gây ra bởidụy tăng tín dụng, suy giảm tiền tệ, và sự thiếu hụt nguồn lực tiền tệ mạnh.",0,Irrelevant,0.997382953763008,4,4,True,ensemble_voting
"sự khác biệt trong ứng dụng, diễn dịch hay áp dụng gdpr giữa liên bang anh và liên bang châu âu có thể dẫn đến sự gia tăng các chi phí để tuân thủ luật bảo vệ dữ liệu.",0,Irrelevant,0.9973827799161276,6,6,True,ensemble_voting
sản lượng (thất thoát) mà công ty chúng tôi chấp nhận cho các khoản đầu tư đó tương đương với phần sở hữu của chúng tôi so với tổng thu nhập của chi nhánh hoặc khoản lỗ và các khoản đầu tư của chúng tôi là tương đương với phần sở hữu của chúng tôi trong thành phần vốn chủ sở hữu của các công ty này dựa trên chủ số sở hữu.,0,Irrelevant,0.9973815202713012,5,5,True,ensemble_voting
các bên thứ ba cung cấp các thành phần thiết yếu của cơ sở hạ tầng công nghệ của ngân hàng như kết nối internet và quyền truy cập vào mạng và các dịch vụ liên lạc khác.,0,Irrelevant,0.9973796606063844,4,4,True,ensemble_voting
• chúng tôi đã đánh giá tổng doanh thu và các giao dịch khuyến mại bằng quy trình phân tích hoặc bằng cách đánh giá các giao dịch riêng lẻ.,0,Irrelevant,0.9973787920815604,7,7,True,ensemble_voting
"nghệ sĩ-nghiên cứu đánh giá hiệu quả, toàn và khả năng chịu đựng của iv nemvaleukin dưới dạng đơn trị liệu và kết hợp với pembrolizumab so với lựa chọn hóa trị liệu của nhà nghiên cứu ở bệnh nhân ung thư buồng trứng kháng bạch kim.",0,Irrelevant,0.997377783060074,4,4,True,ensemble_voting
các vấn đề về sức khoẻ cộng đồng cũng có thể ảnh hưởng tiêu cực đến tình trạng tài chính và kinh doanh của chúng tôi.,0,Irrelevant,0.9973769634962082,4,4,True,ensemble_voting
"kể từ ngày 20 tháng 4 năm 2022 trở đi, giá đổi bộ giá tuỳ chọn sẽ bằng 100,0% tổng số tiền gốc của trái phiếu cấp cao 7,5% được quy đổi, cộng với tiền lãi chồng chất chưa thanh toán, nếu có, cho đến ngày đổi bộ giá tùy chọn.",0,Irrelevant,0.997376901762826,7,7,True,ensemble_voting
"công ty được phân bổ trong khoảng thời gian từ 2 năm đến 8 năm. 05% công ty sau thuộc quyền sở hữu của các nhà mạng khác và 0,5% công ty còn lại được cấp phép phát sóng dựa trên số tiền thanh toán bất động sản do nhà mạng này thanh toán.",0,Irrelevant,0.9973756770292918,6,6,True,ensemble_voting
"nếu số tiền ebit bền vững được sử dụng trong tính toán giảm do phân khúc công nghệ, 53,5% đối với phân khúc hậu mãi ô tô và 71,6% đối với phân khúc công nghiệp, thì số tiền có thể thu hồi sẽ bằng số tiền mang của nhóm các đơn vị tạo ra tiền mặt hoặc khoản tiền mặt có liên quan -đơn vị sản sinh.",0,Irrelevant,0.9973755240440368,5,5,True,ensemble_voting
"tuy nhiên, nếu chúng tôi cần có được nguồn tài chính hỗ trợ trong tương lai, trong phạm vi khả năng tiếp cận thị trường tài chính, tín dụng, vốn ngân hàng gây trở ngại, các hoạt động, kết quả tài chính và dòng tiền của chúng tôi có thể bị ảnh hưởng, gây bất lợi.",0,Irrelevant,0.9973751803239188,6,6,True,ensemble_voting
rất có thể những băn khoăn phổ biến xung quanh tính sẵn có của dữ liệu đã khiến ủy ban phải xem xét lại phạm vi áp dụng của quy định. có thể hiểu rằng châu âu đã xem xét lại hoạt động xuất khẩu quy định của mình sang các nước khác.,0,Irrelevant,0.9973727107048036,5,5,True,ensemble_voting
"enobosarm là một chất chủ vận nhắm vào thụ thể androgen (ar) uống chọn lọc, đã cho thấy hiệu quả trong bệnh nhân ung thư vú di căn tích cực, đối tượng được điều trị trước nhiều và đã chứng minh một hồ sơ toàn tuyệt vời mà không gây ra tác dụng phụ nam tính không mong muốn.",0,Irrelevant,0.9973712921142578,5,5,True,ensemble_voting
"chiến lược thử nghiệm và trị liệu tích hợp của chúng tôi sẽ thúc đẩy các nỗ lực bán hàng và tiếp thị của chúng tôi, nhắm mục tiêu đến các bác sĩ trị liệu nhằm thương mại hóa các sản phẩm thử nghiệm của chúng tôi bằng cách đồng quảng bá với các phương pháp trị liệu.",0,Irrelevant,0.9973710477352142,4,4,True,ensemble_voting
công vấn tháng 8 bảo vệ bằng hàng tồn kho và hỗ chấp bởi một số công ty con của qvc và có ưu tiên ngang bằng với cơ sở tín dụng cho vay có bảo chứng cao của qvc.,0,Irrelevant,0.9973702232042948,6,6,True,ensemble_voting
"những kỳ vọng từ bên ngoài đang thay đổi, với một bộ luật quan trọng bị nghiêm ngặt hơn xuất hiện do quy định bảo vệ dữ liệu chung châu âu (gdpr) mới có hiệu lực từ tháng 5 năm 2018.",0,Irrelevant,0.9973693370819092,5,5,True,ensemble_voting
chu kỳ bán hàng cũng đang được cải thiện với sự gia tăng sự hiện diện và nhận thức về hiệu ứng chuẩn và công nghệ định vị wi-fi trên thị trường.,0,Irrelevant,0.9973628520965576,5,5,True,ensemble_voting
"trong năm kết thúc vào tháng 12, tổng giá mua là 32,6 triệu đô la, tất cả được phân bổ cho lực lượng lao động có thể tích hợp và tài sản vô hình.",0,Irrelevant,0.9973625540733336,4,4,True,ensemble_voting
"cần thêm tiền mặt cho các hạng mục vốn cho công nghệ thông tin, máy móc nhà kho, cải tiến hợp đồng thuê, thiết bị sản xuất bơm và thiết bị dịch vụ toàn.",0,Irrelevant,0.9973609149456024,4,4,True,ensemble_voting
"công bố cho biết, ""các lĩnh vực trọng tâm như hỗ trợ các công nghệ của cuộc cách mạng công nghiệp lần thứ tư, nền kinh tế kỹ thuật số, hệ sinh thái halal và chương trình nghị sự xanh"".",0,Irrelevant,0.9973591417074203,4,4,True,ensemble_voting
"một đại dịch hoặc thách thức sức khỏe tương tự có thể ảnh hưởng nghiêm trọng đến hệ thống chăm sóc sức khỏe của hoa kỳ, điều này có thể có tác dụng phụ đối với việc sử dụng và bán heplisav-b. ngoài ra, bất kỳ sự kiện như vậy có thể dẫn đến khủng hoảng sức khỏe toàn cầu lan rộng có thể ảnh hưởng xấu đến nền kinh tế toàn cầu và thị trường tài chính, dẫn đến suy thoái kinh tế có thể ảnh hưởng đến nhu cầu đối với heplisav-b cũng như doanh thu và kết quả hoạt động trong tương lai cũng như khả năng huy động thêm vốn của chúng tôi khi cần thiết nếu có. nếu tất cả.",0,Irrelevant,0.9973581284284592,4,4,True,ensemble_voting
"nếu số tiền này đạt giá trị dương vào cuối năm như vậy, thì phí khuyến khích lãi vốn cho năm liền bằng số tiền giảm trừ tổng cộng của phí khuyến khích lãi vốn được thanh toán trong tất cả các năm trước đó.",0,Irrelevant,0.997356504201889,6,6,True,ensemble_voting
"các đơn vị kinh doanh chính của prince holding group tại campuchia bao gồm tập đoàn bất động sản hoàng gia, tập đoàn bất động sản hoàng gia hoàng thiệu, ngân hàng hoàng gia, cambodia airways, quản lý vốn vành đai, cũng như tập đoàn đầu tư toàn cầu awesome.",0,Irrelevant,0.9973546167214712,6,6,True,ensemble_voting
"ngoài căn hộ chung cư, chúng tôi đang trong quá trình mở rộng thương hiệu gatherings® để bao gồm nhà ở liền kề, biệt thự, nhà đôi và nhà dành cho một gia đình.",0,Irrelevant,0.997354343533516,4,4,True,ensemble_voting
icf có quyền truy cập vào của các cơ hỗixưởng hàng có sẵn.,0,Irrelevant,0.9973531450544084,7,7,True,ensemble_voting
"công việc sử dụng tài sản sẽ được đo lường như hỗ chấp nhận của thuê phí, dựa trên những điều chỉnh nhất định được cho phép làm theo ifrs 16.",0,Irrelevant,0.9973511219024658,5,5,True,ensemble_voting
"cuối cùng chúng tôi có thể không nhận được phân phối tiền mặt từ quan hệ đối tác bằng với phần thu nhập chịu thuế hoặc các khoản thuế đến hạn đối với thu nhập đó, điều này có thể tác động tiêu cực đến tính thanh khoản của chúng tôi.",0,Irrelevant,0.99735107421875,5,5,True,ensemble_voting
tiền lãi cao hơn trong khoảng thời gian ngắn đạt được hỗ trợ cho các điều khoản dịch vụ hiệu quả hơn do doanh nghiệp chính cung cấp và thậm chí vượt qua họ về phí tín dụng.,0,Irrelevant,0.9973510056734084,4,4,True,ensemble_voting
"công ty vật lý trị liệu và công ty dịch vụ chống thương tích công nghiệp bị phân mảnh, và không công ty nào chiếm thị phần đáng kể trên toàn quốc.",0,Irrelevant,0.9973497867584228,5,5,True,ensemble_voting
công ty xác định rằng trong khoảng thời gian từ 2007 đến 2008 quản lý của công ty đã thu được số liệu từ 96% trường phổ thông trong nước và 15% của thái lan.,0,Irrelevant,0.9973464250564577,5,5,True,ensemble_voting
"ông william huang, uỷ viên uỷ ban nam trung quốc của cpa australia phát 'các nghiên cứu của chúng tôi cho thấy rằng các doanh nghiệp nhỏ ở đại lục nhận thấy điều kiện tài chính đã được cải thiện vào năm ngoái.",0,Irrelevant,0.9973464210828146,6,6,True,ensemble_voting
"các khoản cho vay tài chính nhà ở hàng gia đình, hỗ trợ hoàn vốn, tăng vốn, và tài chính đặc biệt có giá trị nhỏ hơn hoặc bằng 5 triệu hoặc tương đương 0.000 được chấp thuận bởi các cơ quan có thẩm quyền cho vay.",0,Irrelevant,0.9973455568154652,6,6,True,ensemble_voting
"quảng cáo và quảng bá các thiết bị y tế, ngoài việc được điều chỉnh bởi fda, còn do ủy ban thương mại liên bang hoa kỳ, hay ftc, và bởi các cơ quan quản lý và thực thi của tiểu bang điều chỉnh.",0,Irrelevant,0.9973453044891356,5,5,True,ensemble_voting
công ty không chắc chắn trong khoảng thời gian này về các hỗ trợ quan trọng về sức khoẻ của liên bang do đạo luật chú ý và ảnh hưởng đến công việc kinh doanh của họ.,0,Irrelevant,0.9973444789648056,4,4,True,ensemble_voting
các khoản được báo cáo trong báo cáo tài chính liên quan đến kế hoạch lương hưu db và opeb được xác định bằng cách sử dụng các tính toán có mệnh về phí và dựa trên một số giả định.,0,Irrelevant,0.997340977191925,5,5,True,ensemble_voting
"nếu giá trị thực tế định giá thấp hơn giá trị ghi sổ chấp nhận của nó, khoản phí giảm giá trị do không dùng tiền mặt được ghi nhận với số tiền bằng mức chênh lệch đó mà tổn thất không được vượt quá tổng số tiền thiện chí được phân bổ cho báo cáo.",0,Irrelevant,0.9973346352577208,5,5,True,ensemble_voting
"chúng tôi đã bắt đầu triển khai dịch vụ ngân hàng số hỗ trợ các doanh nghiệp nhỏ mới, có khả năng mở rộng, mà chúng tôi tin rằng sẽ lấp đầy khoảng trống trong ngành dịch vụ tài chính của canada.",0,Irrelevant,0.9973313331604003,5,5,True,ensemble_voting
"quy định của chính phủ sản phẩm và cơ sở của chúng tôi phải tuân theo quy định của một số cơ quan chính phủ liên bang và tiểu bang, chẳng hạn như cơ quan thực thi pháp luật ma túy (“dea”), cơ quan thực phẩm và dược phẩm (“fda”), trung tâm dịch vụ medicare và medicaid (“cms”) và y tế canada.",0,Irrelevant,0.9973302483558656,4,4,True,ensemble_voting
nền tảng neuron là cơ sở hạ tầng công nghệ tương lai giúp các tòa nhà thông minh bằng cách sử dụng bộ não kỹ thuật số mạnh mẽ và một nền tảng mở để tích hợp.,0,Irrelevant,0.9973300993442537,6,6,True,ensemble_voting
"mặc dù cho vay bất động sản thương mại và nhà nhiều gia đình có khả năng mang lại nhiều lợi nhuận hơn cho vay nhà ở dành cho một gia đình, nhưng nhìn chung nó nhạy cảm hơn với các điều kiện kinh tế khu vực và địa phương, khiến việc dự đoán mức độ tổn thất trở nên khó khăn hơn.",0,Irrelevant,0.9973294019699096,5,5,True,ensemble_voting
"ngoài ra, bất kỳ sản phẩm mới nào cạnh tranh với một sản phẩm đã được phê duyệt phải chứng minh ưu điểm về hiệu quả, sự tiện lợi, khả năng dung nạp hoặc toàn để vượt qua sự cạnh tranh về giá và thành công về mặt thương mại.",0,Irrelevant,0.997323085864385,6,6,True,ensemble_voting
"những thay đổi bất ngờ trong chế độ bồi thường công nhân,medicare và trợ cấp tật nguyền ảnh hưởng xấu tới điều kiện tài chính của chúng ta.",0,Irrelevant,0.9973198920488358,4,4,True,ensemble_voting
"đồng thời, một số quỹ bất động sản đang sẵn sàng chấp nhận giảm giá để thu hút người mua khi xử lý tài sản của trung quốc đại lục.",0,Irrelevant,0.9973131020863852,6,6,True,ensemble_voting
"chúng tôi phải đối mặt với những rủi ro liên quan đến dịch bệnh toàn cầu mà có thể ảnh hưởng đến doanh nghiệp, chuỗi cung ứng và hoạt động của chúng tôi, dẫn đến việc giảm doanh thu và kết quả hoạt động đáng kể.",0,Irrelevant,0.9973124265670776,5,5,True,ensemble_voting
"chi phí dịch vụ trước đây là £women, và số tiền này được coi là một khoản không phải trả phí. tên và địa danh phải được giữ nguyên và dịch chính xác. không bình luận, không cung cấp lời giới thiệu, mở đầu hay kết thúc, chỉ dịch sát nghĩa và không bỏ qua bất kỳ ý tưởng hay từ nào.",0,Irrelevant,0.9973097205162048,5,5,True,ensemble_voting
"ví dụ, các công ty trong ngành sản xuất có các hoạt động về môi trường bị đè nặng hơn so với các công ty trong ngành thương mại và dịch vụ.",0,Irrelevant,0.997309684753418,4,4,True,ensemble_voting
các khoản nợ cho vay có tổng khả năng phục hồi hỗ chấp từ ngân hàng nhân dân số 1 ít hơn hoặc tương đương 1.000.000 usd được xem xét trên cơ sở sự kiện.,0,Irrelevant,0.997309406598409,6,6,True,ensemble_voting
"""các buổi thảo luận sâu sắc được phát sinh từ các sự kiện cộng đồng ngoài các sự kiện chính, lễ hội cũng tổ chức nhiều sự kiện cộng đồng khác nhau đã tạo ra những cuộc thảo luận sâu sắc.",0,Irrelevant,0.997308909893036,6,6,True,ensemble_voting
