vi_text,labels,label_names,confidence,vote_count,total_models,pseudo_labeled,source
"công trình mới sẽ đóng góp năng lượng vào lưới điện của anh, đủ để cung cấp điện cho khoảng 170.000 hộ gia đình.",1,Evironment,0.9996843039989471,4,4,True,ensemble_voting
"công ty chúng tôi cam kết xây dựng một chuỗi cung ứng chấp nhận được truy xuất nguồn gốc, không tàn phá các khu vực có giá trị bảo tồn cao và chứa lượng calb cao, không phát triển các vùng đất than bùn, không bóc lột người bản địa, xã hội địa phương hay công nhân.",1,Evironment,0.9996825307607651,4,4,True,ensemble_voting
năng lượng sạch và giá cả phải chăng thành viên hỗ trợ nh8 listrik tái tạo vào năm 2022 và thúc giục các nhà cung cấp của chúng tôi làm điều tương tự.,1,Evironment,0.9996741861104965,4,4,True,ensemble_voting
"chính sách thuế hoặc các ưu đãi khác của chính phủ khuyến khích việc mua và lắp đặt các sản phẩm hiệu quả cao đổi đỏ làm cơ sở chiến lược sử dụng hoặc các kịch bản thấp hơn chúng tôi đang trong quá trình đánh giá các mục tiêu dựa trên khoa học và tiến hành phân tích các kịch bản định lượng và định tính đối với lượng khí thải tier 1, 2 và 3 của chúng tôi.",1,Evironment,0.9996619671583176,4,4,True,ensemble_voting
"nhấn mạnh tầm quan trọng của việc tiết kiệm điện trong bối cảnh nhu cầu điện tăng cao, phó thủ tướng đề nghị bộ công thương có các biện pháp tiết kiệm điện trong quá trình triển khai quy hoạch, bao gồm cả việc áp dụng công nghệ mới, công nghệ tiên tiến để giảm tiêu hao điện năng..",1,Evironment,0.9996615499258041,4,4,True,ensemble_voting
"các khoản đầu tư và cải tiến liên quan đến năng lượng và hiệu quả được nhắm mục tiêu đang được lên kế hoạch ngắn hạn, trung hạn và dài hạn trên khắp các nhà máy của chúng tôi. tập trung vào việc tối ưu hóa năng lượng và hiệu quả của quy trình, đồng thời thay thế năng lượng dựa trên nhiên liệu hóa thạch bằng các nguồn tái tạo.",1,Evironment,0.9996530264616013,4,4,True,ensemble_voting
công ty đã tiếp tục củng cố nền tảng và hỗ trợ tăng trưởng phù hợp với mục đích của mình - nhằm cho phép cung cấp bền vững và hiệu quả các nguồn tài nguyên thiên nhiên thiết yếu để tạo ra một tương lai tốt đẹp hơn cho thế giới.,1,Evironment,0.999651238322258,4,4,True,ensemble_voting
"điều quan trọng là mỗi đồng nghiệp phải có sự tự do, phương tiện và đào tạo để tham gia đầy đủ vào các cơ hội mới mà quá trình chuyển đổi năng lượng sạch của chúng ta sẽ tạo ra khi chúng ta ngừng một số cơ sở sản xuất.",1,Evironment,0.9996338337659836,4,4,True,ensemble_voting
công ty của chúng tôi trong mỹ đã hoạt động nhờ năng lượng gió từ năm 2017.,1,Evironment,0.9996263682842255,4,4,True,ensemble_voting
để quản lý sự tiếp xúc của chúng tôi đối với các chấp nhận rủi ro liên quan đến nhiên liệu hoá thạch.,1,Evironment,0.9996006339788437,4,4,True,ensemble_voting
"công ty solocoal trong nỗ lực để trở thành một nhà quản lý tài nguyên thiên nhiên có trách nhiệm, chúng tôi tiếp tục làm việc để bảo tồn sự đa dạng sinh vật và tăng tốc độ mà chúng tôi cải tạo những vùng đất bị hại bởi các hoạt động của chúng tôi.",1,Evironment,0.9996004700660706,4,4,True,ensemble_voting
"ngoài các chứng nhận môi trường sống hoang dã, chúng tôi còn duy trì các kế hoạch quản lý đặc biệt để bảo vệ đa dạng sinh học trên các khu vực của mình và vùng quản lý đó như đã được đề ra trong chính sách bảo tồn môi trường và đa dạng sinh học.",1,Evironment,0.9995910674333572,4,4,True,ensemble_voting
các khuyến nghị đã được công bố vào tháng 6 năm 2017. động thái của cơ quan quản lý thuỵ sĩ được đưa ra khi các yêu cầu về báo cáo bền vững và khí hậu ngày càng tăng ở các khu vực pháp lý trên toàn cầu.,1,Evironment,0.9995903968811035,4,4,True,ensemble_voting
"công vấn xem xét những ""bước ngoặt quan trọng"" như sự thâm nhập của xe điện, chuyển đổi than thành khí đốt và làm gia tăng khả năng cạnh tranh về chi phí trong nhiên liệu tái sinh, và ""làm việc để bảo đảm rằng những sáng kiến có chủ trương xã hội là các xe điện hiệu quả và dễ chịu"".",1,Evironment,0.999587893486023,4,4,True,ensemble_voting
"đối với các thủ tục bảo đảm liên quan đến thông tin hỗ trợ về tính bền vững trong phạm vi, chúng tôi đã xác định các vấn đề bảo đảm chính vấn đề bảo đảm chính cách chúng tôi xem xét vấn đề vấn đề quan sát chính dự toán và giả định trong phạm vi khoản tiết kiệm năng lượng của khách hàng tính sẵn có của bản chất thông tin về phạm vi 3 (phát thải co2) và khoản tiết kiệm năng lượng của khách hàng, đó là ở mức độ lớn chúng dựa trên việc sử dụng các ước tính và giả định cơ bản như được tiết lộ trong phụ lục 3 của báo cáo tình hình hàng năm tích hợp.",1,Evironment,0.9995734214782714,5,5,True,ensemble_voting
"thay vào đó, ý định báo cáo đó có nghĩa là hỗ trợ quan điểm về giá trị phục hồi trong ngắn hạn không nhất thiết là thuận lợi, hoặc thiếu bằng chứng về việc định giá trung bình và bằng hoặc lớn hơn giá trị sau của chứng khoán.",0,Irrelevant,0.9995712637901306,4,4,True,ensemble_voting
"■ bảo dưỡng phù để phát triển, với phân khúc phương tiện thương mại và đặc biệt, các kế hoạch bảo trì linh hoạt (bảo dưỡng trên mỗi lần sử dụng) dựa trên thông tin có sẵn cũng như trên dữ liệu sử dụng sản phẩm thực tế, để giảm số lượng chuyến đi của xe đến phân xưởng và theo dõi và ngăn chặn việc thay thế (và do đó xử lý) các bộ phận có thể bảo dưỡng ■ phân tích dự từ năm 2019, dữ liệu do phân khúc phương tiện thương mại và đặc biệt thu được đã giúp phát triển các thuật toán dự đoán để ngăn ngừa hỏng hóc xe sớm, dẫn đến ít xe kéo đến phân xưởng hơn (tức là ít khí thải co 2 hơn).",1,Evironment,0.9995618462562561,4,4,True,ensemble_voting
"bhvdeskafo báo cáo khả năng đạt được hỗ trợ quan trọng về phí tổn, hiệu quả về chi phí cho vấn đề đỏ lửa của wisconsin, có mức tiêu thụ điện hàng năm hơn mức giảm tiêu thụ điện của ông, ông robert wilkes sr.",1,Evironment,0.9995615482330322,4,4,True,ensemble_voting
công ty đánh giá đã định vị tiềm năng khai thác quặng vàng wolfram của theirman tin whytes để lưu trữ irg khoáng sản và khuyến cáo để hoàn thành một chương trình lấy mẫu bề mặt (đất lag) để kiểm tra tiềm năng vàng của họ.,1,Evironment,0.9995591640472412,4,4,True,ensemble_voting
lãi suất không rủi ro được xác định bởi một đường cong hoàn vốn của các mức lãi suất không rủi ro dựa trên tỷ giá giao ngay của kho bạc hoa kỳ được công bố có hiệu lực vào thời điểm cấp và có thời hạn bằng với thời hạn dự kiến của các quyền chọn liên quan.,0,Irrelevant,0.9995530843734741,4,4,True,ensemble_voting
"suy thoái kinh tế trong thời kỳ covid-1 bất ổn trên thị trường tài chính toàn cầu hoặc suy giảm trong điều kiện tín dụng và tài chính có thể ảnh hưởng đến khả năng tiếp cận vốn cần thiết cho các hoạt động kinh doanh của chúng tôi, bao gồm cả việc mua lại, hoặc giải quyết các khoản nợ đang đáo hạn kịp thời.",0,Irrelevant,0.9995409548282623,4,4,True,ensemble_voting
"phương pháp kế toán mất mặt bằng của các khoản phải thu chấp nhận hàng thuê group công nhận sự cố do tín dụng allowance của các khoản phải thu chấp nhận hàng thuê theo cách tiếp cận ifrs mà tiêu chuẩn cho phép, yêu cầu để có thể được công nhận các khoản lỗ tín dụng dự kiến, so với nhận biết lần đầu khoản phải thu chủ yếu phải thu bằng khoản tiền bằng ecl trọn đời.",0,Irrelevant,0.9995307624340057,4,4,True,ensemble_voting
"với tất cả mọi thứ bình đẳng, tác động của một khoản đầu tư được giữ vào cuối năm sẽ là tăng hoặc giảm 150.375.000 bảng anh 111.288.900 bảng anh) trong lợi nhuận sau thuế trong năm kết thúc vào ngày 31 tháng 12 năm 2021 và tài sản ròng của công ty vào ngày 31 tháng 12 năm 2021 năm 2021.",0,Irrelevant,0.999530479311943,4,4,True,ensemble_voting
"nếu autolus không thanh toán bất kỳ khoản tiền mà không thể chấp nhận nào theo hợp đồng này vào ngày đáo hạn, thì, bất chấp mọi biện pháp khắc phục khác mà blackstone hoặc người được ủy quyền của họ có thể thực hiện, số tiền đó sẽ chịu lãi suất (tính lãi hàng ngày và được tính trên cơ sở một năm có ba trăm sáu mươi (360) ngày) kể từ ngày đến hạn cho đến khi số tiền đó được thanh toán, cả trước và sau bất kỳ phán quyết nào, theo tỷ lệ thả nổi bằng với tỷ lệ hàng năm [] trên tỷ lệ cơ bản được công bố trên tạp chí phố wall (lửa lưới mỹ phía đông) (hoặc bất kỳ nguồn đủ điều kiện nào được cả autolus và blackstone chấp nhận) theo thời gian hoặc tỷ lệ cao nhất được cần thiết bằng luật (cái nào thấp hơn).",0,Irrelevant,0.999528780579567,4,4,True,ensemble_voting
triển vọng tác động của hạn hán ở miền tây canada sẽ là một yếu tố quan trọng trong năm 2022.,1,Evironment,0.9995252192020416,4,4,True,ensemble_voting
"ngoài vấn đề về tái tiết kiêm góp vốn như hỗ trợ nh8, chúng tôi cũng đang nghiên cứu và phát triển thêm các biện pháp bảo hộ môi trường cho nhóm ngành, rồi tập trung vào việc bao gồm sản xuất phát điện tái sinh ngay tại chỗ.",1,Evironment,0.9995166212320328,4,4,True,ensemble_voting
"công ty có tùy chọn mua lại tất cả hoặc một số trái phiếu trước ngày 15 tháng 6 năm 2022, với mức giá mua lại bằng với mức lớn hơn của (1) 100% số tiền gốc của trái phiếu năm 2022 sẽ được mua lại hoặc (2) khoản tiền bằng nhau. của giá trị hiện tại của các khoản thanh toán gốc và lãi theo lịch trình còn lại (không bao gồm tiền lãi cộng dồn và chưa thanh toán cho đến ngày mua lại) đối với trái phiếu năm 2022 được mua lại, chiết khấu vào ngày mua lại trên cơ sở nửa năm một lần bằng cách sử dụng lãi suất quy định của kho bạc hoa kỳ cộng với 50 điểm cơ bản, cộng với lãi suất cộng dồn và chưa thanh toán.",0,Irrelevant,0.9995149075984955,4,4,True,ensemble_voting
"các khoản cho vay lãi suất cơ bản phát sinh lãi suất theo tỷ lệ cơ bản bằng mức cao nhất trong số (a) tỷ lệ quỹ liên bang cộng 1,00% cộng với tỷ lệ bảo hiểm có thể áp dụng được đặt ở mức 0,50% đến ngày 30 tháng 6 năm 2020 và được điều chỉnh hàng quý sau đó từ 0,25% đến 0,75% dựa trên tỷ lệ khả dụng trung bình hàng ngày của cơ sở tín dụng đối với trung bình hàng ngày của khoản vay nhỏ hơn hoặc cơ sở tín dụng quay vòng.",0,Irrelevant,0.9995127618312836,4,4,True,ensemble_voting
"các quỹ tương hỗ được định giá dựa trên giá trị ròng tài sản trên mỗi cổ phiếu vào cuối năm, do giá đóng cửa được báo cáo trên thị trường hoạt động trên đó các chứng khoán riêng lẻ được giao dịch hoặc nhà cung cấp định giá hoặc nhóm quỹ nếu không có thị trường hoạt động.",0,Irrelevant,0.9995108097791672,4,4,True,ensemble_voting
"công vấn và thảo luận với báo cáo của công ty như hỗ trợ cho máy phát điện đã dẫn đến sự ra mắt sau chúng tôi chấp nhận hình thức phạt cho phép phí và sự cắt giảm hạn chế đối với hoạt động phát điện của cải tiến môi trường và bất cứ nơi nào trong thành phố mỹ, tất cả những xu hướng này được cộng lại.",1,Evironment,0.999505877494812,4,4,True,ensemble_voting
"giá của cổ phiếu phổ thông loại của công ty phải hỗ chấp bởi giá chuyển đổi hiện thời hiệu lực trong ít nhất 20 phiên giao dịch liên tiếp (ganh kể cả phiên ngày cuối đó) kết thúc và có ngày thi hành ngay trước ngày công ty thông báo trả nợ là giá tiền, tiền lãi cộng dồn trong khoản tiền được chuyển đổi phải bao gồm nhưng không áp dụng cho ngày trả nợ.",0,Irrelevant,0.9995038062334061,4,4,True,ensemble_voting
chúng tôi đã chuyển sang sử dụng điện xanh ở một số quốc gia và giảm số lượng giấy gửi cho khách hàng. tóm tắt bài viết trên bằng tiếng việt với không quá 1024 từ vựng.,1,Evironment,0.9995030611753464,4,4,True,ensemble_voting
"chúng tôi đã ghi nhận khoản phí của doanh số bán hàng trong báo cáo kết quả hoạt động hợp nhất và do đó là khoản thu nhập (thua lỗ) toàn diện khác (""phí quyên góp hàng tồn kho"") trong quý đầu tiên của năm tài chính 2022.",0,Irrelevant,0.9995007514953613,4,4,True,ensemble_voting
"mục lục chúng tôi được yêu cầu thực hiện các khoản thanh toán gốc hàng quý theo cơ sở cho vay kỳ hạn vào mỗi ngày lên lịch cho vay kỳ hạn, bắt đầu từ ngày 31 tháng 12 năm 2020, với số tiền bằng (x) tỷ lệ phần trăm được đặt ra đối diện với khoản thời gian áp dụng cho mỗi ngày điều khoản đó xảy ra (nghĩa là 1,25% cho giai đoạn từ ngày 31 tháng 12 năm 2020 đến ngày 30 tháng 9 năm 2021 và 2,50% cho giai đoạn từ ngày 31 tháng 12 năm 2021 trở đi) lần lượt nhân với (bạn ) 200 triệu usd.",0,Irrelevant,0.9994994401931763,4,4,True,ensemble_voting
những đơn vị quản lý quỹ đầu tư đó đều là công ty con của các tập đoàn tài chính lớn đa ngành và có thể tiếp cận được với các nguồn lực lớn lao hơn so với chúng tôi.,0,Irrelevant,0.9994984418153763,4,4,True,ensemble_voting
"giá mua lại bằng 100% số tiền gốc của 3.625% chứng chỉ bảo đảm cao cấp đã mua lại cộng với phí mua lại toàn bộ phí áp dụng (sự “giải quyết toàn bộ”) được quy định trong indenture của chứng chỉ bảo đảm cấp cao 3,625%, cộng với khoản lãi đã cộng dồn và chưa thanh toán trên đó, nếu có, cho đến ngày mua lại có thể áp dụng.",0,Irrelevant,0.9994965046644211,4,4,True,ensemble_voting
"những người của chúng tôi sẽ sử dụng thông tin này để hỗ trợ việc mua lại khu vực, và để giúp người sở hữu đất tư và nhà cung cấp gỗ có kiến thức về những thực tập tốt nhất mà có thể dùng để giúp bảo vệ và bảo tồn đa dạng sinh học và loài đa dạng sinh học đứng trước nguy cơ tuyệt chủng ở khu đất khoáng gỗ.",1,Evironment,0.9994759112596512,4,4,True,ensemble_voting
"sáng kiến tuyên bố rằng các bổ sung mới vào danh sách đã được giao cho các nhà đầu tư chính để thúc đẩy tham gia, và được hỗ trợ bởi một nhóm các nhà đầu tư cộng tác. vào tháng 9 năm 2020, climate action 100+ đã công bố việc đưa ra một xu hướng mới mà hãng này sẽ sử dụng để đánh giá hành động và tham vọng của các công ty được thể hiện trong việc ứng phó với biến đổi khí hậu.",1,Evironment,0.9994731694459915,4,4,True,ensemble_voting
công việc của chúng ta trong việc giám sát chặt chẽ hỗ trợ cho máy phát điện. chúng ta sẽ đưa những nguyên liệu này vào lò đốt rác để thu năng lượng.,1,Evironment,0.9994718879461288,4,4,True,ensemble_voting
"ước tính dự trữ khoảng trước đó giảm khoảng tỷ lệ yêu cầu khuyết tật thấp hơn so với các giả định trước đó và phục hồi mạnh mẽ trên các yêu cầu trong năm phát sinh trước đó, bao gồm cả tác động của việc cập nhật long-term disability (% ltd) xác suất phục hồi dựa trên kinh nghiệm gần đây hơn.",0,Irrelevant,0.999469056725502,4,4,True,ensemble_voting
"sự gia tăng bao gồm sự gia tăng in chi phí sgamp;a tại các hoạt động hiện tại của chúng tôi, giả sử đồng tiền nước ngoài ngang bằng, 14,7 triệu chi phí sgamp;a bổ sung từ các địa điểm hoạt động tại các vụ mua lại đóng cửa trong năm kết thúc vào ngày 31 tháng 12 năm 2020 và 4,7 triệu do sự gia tăng tỷ giá hối đoái ngoại tệ trung bình có hiệu lực trong khoảng thời gian báo cáo có thể so sánh được, được bù đắp một phần bằng chi phí thu nhập thu nhập của sgamp;a là 0,8 triệu đô la tại các hoạt động được thoái vốn trong năm kết thúc vào ngày 31 tháng 12 năm 2020 hoặc muộn hơn.",0,Irrelevant,0.9994681626558304,4,4,True,ensemble_voting
"công ty cũng có sự hiện diện kỹ thuật số quan như một kênh âm nhạc trên web, thông qua đài phát thanh trực tuyến theo chủ đề, và cũng như một kênh tổng hợp công cộng, nhờ sự hiện diện của các trang hâm mộ chính thức và các kênh độc quyền trên các mạng xã hội chính và kênh webtv (trên trang web radio), nơi có tất cả các sản phẩm video của đài.",0,Irrelevant,0.9994609653949738,4,4,True,ensemble_voting
"(xv) tại cơ sở erste banka d.d. và tổng hành dinh của ngân hàng zagreba d.d. với mục đích tài trợ cho việc tân trang lại khách sạn brioni pula với tổng số tiền €năm sử dụng các báo cáo tài chính đã được kiểm toán cho năm dscr 1, bao gồm số dư mở bằng tiền mặt trong năm, bằng hoặc lớn hơn 3,0 cho đến năm 2022 và 3,5 từ năm 2023 trở đi.",0,Irrelevant,0.9994580745697021,4,4,True,ensemble_voting
giấy ghi nợ kỳ hạn được quy định toàn bộ hoặc một phần bất kỳ vào bất kỳ thời điểm nào và theo thời gian tùy theo lựa chọn của công ty vào hoặc sau ngày 01 tháng 8 năm 2023 với giá mua lại bằng số tiền gốc cộng với lãi cộng dồn và chưa trả.,0,Irrelevant,0.9994570761919022,4,4,True,ensemble_voting
"sử dụng năng lượng ngành đóng tàu của chúng tôi đang hợp tác với gamesa, một công ty dẫn đầu về công nghệ toàn cầu có trụ sở tại barcelona, tây bán, để thiết kế một cơ sở năng lượng gió ngoài khơi, năng suất cao.",1,Evironment,0.9994570016860962,4,4,True,ensemble_voting
đa dạng sinh học và bảo tồn đất đai đa dạng sinh học đề cập đến sự đa dạng của các sinh vật sống trong một môi trường sống hoặc hệ sinh thái cụ thể.,1,Evironment,0.9994551837444305,4,4,True,ensemble_voting
"để nhận ra định hướng này, ông trung khuyến nghị đà nẵng nên tập trung vào việc đảm bảo phát triển bền vững bằng cách kết hợp các hoạt động kinh tế mới và cũ trong các cơ chế đặc biệt của thành phố này, tránh phụ thuộc vào một cơ chế duy nhất và đưa vào hoạt động các sáng kiến quan trọng như thử nghiệm giao dịch tài sản tiền điện tử, nền tảng trao đổi carbon và nền tảng trao đổi dữ liệu.",1,Evironment,0.9994501024484634,4,4,True,ensemble_voting
"tổng vấn đề về mua trong khoảng ____________________ một loại cổ phần của cổ phần phổ thông của caesar đã trở thành quyền nhận khoảng 0.3085 cổ phần của cổ phần phổ thông của công ty, với giá trị tương đương khoảng 12.41 bằng tiền mặt ( dựa trên giá trung bình về khối lượng trên mỗi cổ phần của cổ phần phổ thông của công ty cho 10 ngày giao dịch kết thúc vào ngày 16 tháng 7 năm 2020).",0,Irrelevant,0.9994498789310455,4,4,True,ensemble_voting
"giá trị hợp lý trung bình trên mỗi cổ phiếu của các quyền chọn cổ phiếu được cấp trong thời gian đó là 32,77 đô la (2020 – 30,77 đô la) vào ngày cấp dùng mô hình định giá quyền chọn black scholes với các giả định trung bình trọng số giá quyền thực hiện bằng với giá của cổ phiếu cơ bản, lợi suất cổ tức dự kiến là 0% (2020 – 0%), lãi suất phi rủi ro là 0,53% (2020 – 0,71%), thời hạn dự kiến từ ba đến năm năm (2020 – ba đến năm năm) và độ biến động ước tính là 39% (2020 – 35%).",0,Irrelevant,0.9994477033615112,4,4,True,ensemble_voting
sửa đổi nợ tài chính được thực hiện theo chi phí khấu hao không dẫn đến việc bãi bỏ công nhận dẫn đến lãi hoặc lỗ được sửa đổi bằng với mức thay đổi trong dòng tiền được chiết khấu theo lãi suất hiệu quả ban đầu.,0,Irrelevant,0.9994419664144516,4,4,True,ensemble_voting
những khoản tăng này đã được bù đắp một phần bằng khoản giảm liên quan đến việc giảm bớt sự đóng góp liên quan đến tổn thất cho các nhà phân phối trong năm kết thúc vào tháng 12 so với các khoản phát sinh và dự trữ trị giá 3 triệu đô la được ghi nhận trong năm kết thúc vào ngày 31 tháng 12 năm 2020 do sự không rõ ràng đáng kể liên quan đến sức khỏe tài chính trong tương lai của một số nhà phân phối vì hậu quả của đại dịch covid-19. .,0,Irrelevant,0.9994409531354904,4,4,True,ensemble_voting
"chúng tôi có thể bầu chọn để thanh toán mọi khoản tiền hỗ trợ cho các trái phiếu, tiền mặt hoặc do một điều kiện nào đó làm lộ ra tiền mặt cho cổ phần trong số cổ phần đó bằng bao nhiêu tiền giá trị, dùng để có ý như vậy bất cứ nơi nào giao dịch chứng khoán vào lúc giá xuấp xuống vào hãng khoán nasdaq sau bao nhiêu ngày được kê xong nếu trong những ngày đó được ghi vào chứng khoán ứng ( danh hội đồng chứng khoán của chúng tôi báo cáo cho nasdaq ngày giao dịch ngay trước ngày trả khoán phí nữa.",0,Irrelevant,0.9994381815195084,4,4,True,ensemble_voting
"với các thuật ngữ quan trọng như số tiền, tenor, hỗ trợ quan trọng, tiền tệ, tập đoàn thiết lập mối quan hệ giữa một mặt hàng phòng hộ và công cụ phòng hộ nơi phản ứng định hướng đối với thay đổi giá trị hợp lý, bị điều khiển bởi các điều kiện kinh tế cơ bản, là chính đáng và tương ứng với các thước đo bình đẳng là một mối quan hệ kinh tế trong ifrs 9.",0,Irrelevant,0.9994293600320816,4,4,True,ensemble_voting
lãi suất hoàn vốn không rủi ro là lợi tức ngụ ý tại ngày cấp cho một trái phiếu chính phủ vương quốc anh có trái phiếu bằng không với thời hạn còn lại bằng với thời hạn dự kiến của các quyền chọn.,0,Irrelevant,0.9994292557239532,4,4,True,ensemble_voting
"với vấn đề bằng tiền mặt, giá trị của mỗi đơn vị chấp nhận không kiểm soát phổ thông sau khi mua vào liền bằng giá trị trung bình của giá chào bán cho mỗi cổ phiếu của cổ phiếu phổ thông, giá trị bằng 1 đô la cho ngày.",0,Irrelevant,0.9994258284568787,4,4,True,ensemble_voting
"tổng cộng các biện pháp bảo tồn đã được thực hiện, tiết kiệm được tới 779.125 (5,1%) năng lượng trong ba năm.",1,Evironment,0.9994229227304459,4,4,True,ensemble_voting
chi phí và khả năng tiếp cận tài chính của nước ta có thể bị ảnh hưởng một cách tiêu cực nếu xếp hạng tín dụng bị giảm và làm lộ ra thất bại trong việc đáp ứng sự mong đợi từ các nhà đầu tư của thái lan.,0,Irrelevant,0.9994198977947235,4,4,True,ensemble_voting
mục đích là để phân tích tác động của chúng đối với đa dạng sinh học khu vực và cách chúng có thể giảm tác động đó một cách nhất quán. mục đích là để phân tích tác động của chúng đối với đa dạng sinh học khu vực và cách chúng có thể giảm tác động đó một cách nhất quán.,1,Evironment,0.9994129091501236,4,4,True,ensemble_voting
"tuy nhiên, bất chấp trong báo cáo khả năng đạt sản xuất chấp nhận được máy bay dân dụng bắt đầu từ vào năm nào thì con số số liệu cho thấy để cho khả năng phục hồi vẫn ở mức tiền đại dịch sẽ mất 2-4 năm tuỳ vào việc máy bay này có một máy bay đứng so hay không.",0,Irrelevant,0.9993936717510223,4,4,True,ensemble_voting
các thành phần bảo vệ thực vật có nguồn gốc từ các nguồn không phải của hoa kỳ chỉ được mua từ các nhà sản xuất đã được epa chấp thuận.,1,Evironment,0.9993908405303955,4,4,True,ensemble_voting
"công dân chúng tôi nỗ lực giảm thiểu tác động của mình đến các nguồn tài nguyên hữu hạn của hành tinh bằng cách phù hợp và vượt qua các kỳ vọng của chính phủ, ngành công nghiệp và xã hội đối với hoạt động quản lý môi trường.",1,Evironment,0.9993830919265747,4,4,True,ensemble_voting
