                                                                                                                                                                
{'loss': 1.3895, 'grad_norm': 1.3052209615707397, 'learning_rate': 9e-07, 'epoch': 0.01}
{'loss': 0.5119, 'grad_norm': 15.790483474731445, 'learning_rate': 2.5900000000000003e-05, 'epoch': 0.2}
{'loss': 0.5547, 'grad_norm': 14.186761856079102, 'learning_rate': 2.6900000000000003e-05, 'epoch': 0.21}
{'loss': 0.4826, 'grad_norm': 15.184542655944824, 'learning_rate': 2.7900000000000004e-05, 'epoch': 0.21}
{'loss': 0.5385, 'grad_norm': 11.9485502243042, 'learning_rate': 2.8899999999999998e-05, 'epoch': 0.22}
{'loss': 0.4892, 'grad_norm': 8.634358406066895, 'learning_rate': 2.9900000000000002e-05, 'epoch': 0.23}
{'loss': 0.4615, 'grad_norm': 7.3518900871276855, 'learning_rate': 3.09e-05, 'epoch': 0.24}
{'loss': 0.4662, 'grad_norm': 7.067963123321533, 'learning_rate': 3.19e-05, 'epoch': 0.24}
{'loss': 0.4758, 'grad_norm': 8.936159133911133, 'learning_rate': 3.29e-05, 'epoch': 0.25}
{'loss': 0.3833, 'grad_norm': 18.3261661529541, 'learning_rate': 3.3900000000000004e-05, 'epoch': 0.26}
{'loss': 0.4214, 'grad_norm': 13.861751556396484, 'learning_rate': 3.49e-05, 'epoch': 0.27}
{'loss': 0.4185, 'grad_norm': 8.172173500061035, 'learning_rate': 3.59e-05, 'epoch': 0.27}
{'loss': 0.5474, 'grad_norm': 7.375596046447754, 'learning_rate': 3.69e-05, 'epoch': 0.28}
{'loss': 0.4339, 'grad_norm': 14.324475288391113, 'learning_rate': 3.79e-05, 'epoch': 0.29}
{'loss': 0.5067, 'grad_norm': 12.433838844299316, 'learning_rate': 3.8900000000000004e-05, 'epoch': 0.3}
{'loss': 0.4052, 'grad_norm': 4.168220520019531, 'learning_rate': 3.99e-05, 'epoch': 0.3}
{'loss': 0.4101, 'grad_norm': 12.10201644897461, 'learning_rate': 4.09e-05, 'epoch': 0.31}
{'loss': 0.4463, 'grad_norm': 6.897374629974365, 'learning_rate': 4.19e-05, 'epoch': 0.32}
{'loss': 0.4514, 'grad_norm': 9.5538969039917, 'learning_rate': 4.29e-05, 'epoch': 0.33}
{'loss': 0.4227, 'grad_norm': 7.211887836456299, 'learning_rate': 4.39e-05, 'epoch': 0.34}
{'loss': 0.4358, 'grad_norm': 7.31593132019043, 'learning_rate': 4.49e-05, 'epoch': 0.34}
{'loss': 0.4453, 'grad_norm': 13.465333938598633, 'learning_rate': 4.5900000000000004e-05, 'epoch': 0.35}
{'loss': 0.4215, 'grad_norm': 9.92904281616211, 'learning_rate': 4.69e-05, 'epoch': 0.36}
{'loss': 0.3814, 'grad_norm': 6.57554817199707, 'learning_rate': 4.79e-05, 'epoch': 0.37}
{'loss': 0.3553, 'grad_norm': 9.8779935836792, 'learning_rate': 4.89e-05, 'epoch': 0.37}
{'loss': 0.3818, 'grad_norm': 14.171109199523926, 'learning_rate': 4.99e-05, 'epoch': 0.38}
{'loss': 0.4914, 'grad_norm': 5.835602760314941, 'learning_rate': 4.9976923076923076e-05, 'epoch': 0.39}
{'loss': 0.4658, 'grad_norm': 6.840620517730713, 'learning_rate': 4.995128205128205e-05, 'epoch': 0.4}
{'loss': 0.4325, 'grad_norm': 4.739987373352051, 'learning_rate': 4.992564102564103e-05, 'epoch': 0.4}
{'loss': 0.5363, 'grad_norm': 4.9744791984558105, 'learning_rate': 4.99e-05, 'epoch': 0.41}
{'loss': 0.355, 'grad_norm': 10.251386642456055, 'learning_rate': 4.987435897435898e-05, 'epoch': 0.42}
{'loss': 0.4576, 'grad_norm': 5.452134609222412, 'learning_rate': 4.984871794871795e-05, 'epoch': 0.43}
{'loss': 0.4354, 'grad_norm': 7.7698588371276855, 'learning_rate': 4.982307692307693e-05, 'epoch': 0.43}
{'loss': 0.4871, 'grad_norm': 5.28481912612915, 'learning_rate': 4.97974358974359e-05, 'epoch': 0.44}
{'loss': 0.4119, 'grad_norm': 4.15416955947876, 'learning_rate': 4.977179487179487e-05, 'epoch': 0.45}
{'loss': 0.3285, 'grad_norm': 7.2650275230407715, 'learning_rate': 4.974615384615385e-05, 'epoch': 0.46}
{'loss': 0.4242, 'grad_norm': 8.291165351867676, 'learning_rate': 4.972051282051282e-05, 'epoch': 0.46}
{'loss': 0.4275, 'grad_norm': 7.999285697937012, 'learning_rate': 4.9694871794871796e-05, 'epoch': 0.47}
{'loss': 0.2775, 'grad_norm': 4.664986610412598, 'learning_rate': 4.966923076923077e-05, 'epoch': 0.48}
{'loss': 0.3463, 'grad_norm': 5.053600311279297, 'learning_rate': 4.964358974358975e-05, 'epoch': 0.49}
{'loss': 0.348, 'grad_norm': 4.110152244567871, 'learning_rate': 4.961794871794872e-05, 'epoch': 0.5}
{'loss': 0.375, 'grad_norm': 3.73565936088562, 'learning_rate': 4.959230769230769e-05, 'epoch': 0.5}
{'loss': 0.2663, 'grad_norm': 7.7121663093566895, 'learning_rate': 4.956666666666667e-05, 'epoch': 0.51}
{'loss': 0.312, 'grad_norm': 6.078361511230469, 'learning_rate': 4.9541025641025645e-05, 'epoch': 0.52}
{'loss': 0.3962, 'grad_norm': 7.465378284454346, 'learning_rate': 4.951538461538462e-05, 'epoch': 0.53}
{'loss': 0.4228, 'grad_norm': 5.409290790557861, 'learning_rate': 4.948974358974359e-05, 'epoch': 0.53}
{'loss': 0.3185, 'grad_norm': 9.057944297790527, 'learning_rate': 4.946410256410257e-05, 'epoch': 0.54}
{'loss': 0.4104, 'grad_norm': 6.350459575653076, 'learning_rate': 4.943846153846154e-05, 'epoch': 0.55}
{'loss': 0.359, 'grad_norm': 4.285577774047852, 'learning_rate': 4.9412820512820516e-05, 'epoch': 0.56}
{'loss': 0.3993, 'grad_norm': 5.864750862121582, 'learning_rate': 4.938717948717949e-05, 'epoch': 0.56}
{'loss': 0.3261, 'grad_norm': 4.051270484924316, 'learning_rate': 4.9361538461538464e-05, 'epoch': 0.57}
{'loss': 0.3656, 'grad_norm': 3.667147636413574, 'learning_rate': 4.933589743589744e-05, 'epoch': 0.58}
{'loss': 0.3857, 'grad_norm': 4.536669731140137, 'learning_rate': 4.931025641025641e-05, 'epoch': 0.59}
{'loss': 0.394, 'grad_norm': 6.76597785949707, 'learning_rate': 4.928461538461539e-05, 'epoch': 0.59}
{'loss': 0.2544, 'grad_norm': 5.142559051513672, 'learning_rate': 4.9258974358974365e-05, 'epoch': 0.6}
{'loss': 0.3822, 'grad_norm': 4.853555202484131, 'learning_rate': 4.9233333333333335e-05, 'epoch': 0.61}
{'loss': 0.32, 'grad_norm': 4.357561111450195, 'learning_rate': 4.920769230769231e-05, 'epoch': 0.62}
{'loss': 0.3665, 'grad_norm': 4.646650791168213, 'learning_rate': 4.918205128205128e-05, 'epoch': 0.62}
{'loss': 0.2744, 'grad_norm': 5.626900672912598, 'learning_rate': 4.915641025641026e-05, 'epoch': 0.63}
{'loss': 0.354, 'grad_norm': 7.604732513427734, 'learning_rate': 4.9130769230769237e-05, 'epoch': 0.64}
{'loss': 0.3597, 'grad_norm': 6.104154586791992, 'learning_rate': 4.910512820512821e-05, 'epoch': 0.65}
{'loss': 0.3395, 'grad_norm': 5.712503910064697, 'learning_rate': 4.9079487179487184e-05, 'epoch': 0.65}
{'loss': 0.3446, 'grad_norm': 9.819208145141602, 'learning_rate': 4.9053846153846154e-05, 'epoch': 0.66}
{'loss': 0.3546, 'grad_norm': 5.983702659606934, 'learning_rate': 4.902820512820513e-05, 'epoch': 0.67}
{'loss': 0.3523, 'grad_norm': 6.1306562423706055, 'learning_rate': 4.90025641025641e-05, 'epoch': 0.68}
{'loss': 0.309, 'grad_norm': 7.239599227905273, 'learning_rate': 4.897692307692308e-05, 'epoch': 0.69}
{'loss': 0.3302, 'grad_norm': 5.3596696853637695, 'learning_rate': 4.8951282051282055e-05, 'epoch': 0.69}
{'loss': 0.3416, 'grad_norm': 3.3091554641723633, 'learning_rate': 4.8925641025641026e-05, 'epoch': 0.7}
{'loss': 0.3472, 'grad_norm': 3.3990485668182373, 'learning_rate': 4.89e-05, 'epoch': 0.71}
{'loss': 0.3047, 'grad_norm': 5.136740684509277, 'learning_rate': 4.887435897435897e-05, 'epoch': 0.72}
{'loss': 0.2818, 'grad_norm': 6.589256763458252, 'learning_rate': 4.884871794871796e-05, 'epoch': 0.72}
{'loss': 0.3302, 'grad_norm': 5.850356578826904, 'learning_rate': 4.882307692307693e-05, 'epoch': 0.73}
{'loss': 0.3429, 'grad_norm': 5.819745063781738, 'learning_rate': 4.87974358974359e-05, 'epoch': 0.74}
{'loss': 0.3976, 'grad_norm': 5.279037952423096, 'learning_rate': 4.8771794871794874e-05, 'epoch': 0.75}
{'loss': 0.3154, 'grad_norm': 3.500668525695801, 'learning_rate': 4.8746153846153845e-05, 'epoch': 0.75}
{'loss': 0.3284, 'grad_norm': 8.116447448730469, 'learning_rate': 4.872051282051282e-05, 'epoch': 0.76}
{'loss': 0.2551, 'grad_norm': 4.540329456329346, 'learning_rate': 4.86948717948718e-05, 'epoch': 0.77}
{'loss': 0.3412, 'grad_norm': 3.6704261302948, 'learning_rate': 4.8669230769230776e-05, 'epoch': 0.78}
{'loss': 0.2793, 'grad_norm': 4.669345855712891, 'learning_rate': 4.8643589743589746e-05, 'epoch': 0.78}
{'loss': 0.3472, 'grad_norm': 4.932781219482422, 'learning_rate': 4.8617948717948716e-05, 'epoch': 0.79}
{'loss': 0.3411, 'grad_norm': 7.840959548950195, 'learning_rate': 4.859230769230769e-05, 'epoch': 0.8}
{'loss': 0.2341, 'grad_norm': 7.588330268859863, 'learning_rate': 4.856666666666667e-05, 'epoch': 0.81}
{'loss': 0.3682, 'grad_norm': 8.525946617126465, 'learning_rate': 4.854102564102565e-05, 'epoch': 0.81}
{'loss': 0.348, 'grad_norm': 2.8101043701171875, 'learning_rate': 4.851538461538462e-05, 'epoch': 0.82}
{'loss': 0.3218, 'grad_norm': 4.736696243286133, 'learning_rate': 4.8489743589743595e-05, 'epoch': 0.83}
{'loss': 0.3521, 'grad_norm': 6.5681657791137695, 'learning_rate': 4.8464102564102565e-05, 'epoch': 0.84}
{'loss': 0.3047, 'grad_norm': 3.8119750022888184, 'learning_rate': 4.8438461538461535e-05, 'epoch': 0.85}
{'loss': 0.2314, 'grad_norm': 9.083391189575195, 'learning_rate': 4.841282051282052e-05, 'epoch': 0.85}
{'loss': 0.3885, 'grad_norm': 4.3098297119140625, 'learning_rate': 4.838717948717949e-05, 'epoch': 0.86}
{'loss': 0.4443, 'grad_norm': 4.371394634246826, 'learning_rate': 4.8361538461538466e-05, 'epoch': 0.87}
{'loss': 0.2987, 'grad_norm': 2.3610806465148926, 'learning_rate': 4.8335897435897437e-05, 'epoch': 0.88}
{'loss': 0.2815, 'grad_norm': 6.5786309242248535, 'learning_rate': 4.8310256410256414e-05, 'epoch': 0.88}
{'loss': 0.2658, 'grad_norm': 6.326867580413818, 'learning_rate': 4.828461538461539e-05, 'epoch': 0.89}
{'loss': 0.3258, 'grad_norm': 7.67694091796875, 'learning_rate': 4.825897435897436e-05, 'epoch': 0.9}
{'loss': 0.3528, 'grad_norm': 8.73263931274414, 'learning_rate': 4.823333333333334e-05, 'epoch': 0.91}
{'loss': 0.2839, 'grad_norm': 3.6674857139587402, 'learning_rate': 4.820769230769231e-05, 'epoch': 0.91}
{'loss': 0.2985, 'grad_norm': 5.262973785400391, 'learning_rate': 4.8182051282051285e-05, 'epoch': 0.92}
{'loss': 0.3018, 'grad_norm': 5.365167617797852, 'learning_rate': 4.815641025641026e-05, 'epoch': 0.93}
{'loss': 0.2882, 'grad_norm': 6.087409496307373, 'learning_rate': 4.813076923076923e-05, 'epoch': 0.94}
{'loss': 0.3093, 'grad_norm': 6.19370174407959, 'learning_rate': 4.810512820512821e-05, 'epoch': 0.94}
{'loss': 0.3356, 'grad_norm': 12.099833488464355, 'learning_rate': 4.807948717948718e-05, 'epoch': 0.95}
{'loss': 0.325, 'grad_norm': 9.005660057067871, 'learning_rate': 4.805384615384616e-05, 'epoch': 0.96}
{'loss': 0.2129, 'grad_norm': 7.084120273590088, 'learning_rate': 4.802820512820513e-05, 'epoch': 0.97}
{'loss': 0.2808, 'grad_norm': 6.137415409088135, 'learning_rate': 4.8002564102564104e-05, 'epoch': 0.97}
{'loss': 0.2933, 'grad_norm': 4.805006504058838, 'learning_rate': 4.797692307692308e-05, 'epoch': 0.98}
{'loss': 0.2512, 'grad_norm': 5.241326808929443, 'learning_rate': 4.795128205128205e-05, 'epoch': 0.99}
{'loss': 0.2705, 'grad_norm': 5.87518835067749, 'learning_rate': 4.792564102564103e-05, 'epoch': 1.0}
                                                                                                                                                                
{'eval_loss': 0.4418966472148895, 'eval_f1_macro': 0.8729291363181365, 'eval_f1_micro': 0.876, 'eval_f1_weighted': 0.8771771063893067, 'eval_precision': 0.9045733941770262, 'eval_recall': 0.876, 'eval_accuracy': 0.876, 'eval_runtime': 6.6814, 'eval_samples_per_second': 449.011, 'eval_steps_per_second': 14.069, 'epoch': 1.0}
{'loss': 0.2257, 'grad_norm': 4.1901535987854, 'learning_rate': 4.79e-05, 'epoch': 1.01}
{'loss': 0.2511, 'grad_norm': 3.7864813804626465, 'learning_rate': 4.787435897435898e-05, 'epoch': 1.01}
{'loss': 0.1731, 'grad_norm': 2.1350784301757812, 'learning_rate': 4.784871794871795e-05, 'epoch': 1.02}
{'loss': 0.2627, 'grad_norm': 4.202060699462891, 'learning_rate': 4.782307692307692e-05, 'epoch': 1.03}
{'loss': 0.2968, 'grad_norm': 5.486142635345459, 'learning_rate': 4.77974358974359e-05, 'epoch': 1.04}
{'loss': 0.1576, 'grad_norm': 3.799469470977783, 'learning_rate': 4.777179487179487e-05, 'epoch': 1.04}
{'loss': 0.1888, 'grad_norm': 7.713193893432617, 'learning_rate': 4.774615384615385e-05, 'epoch': 1.05}
{'loss': 0.231, 'grad_norm': 5.50023078918457, 'learning_rate': 4.7720512820512824e-05, 'epoch': 1.06}
{'loss': 0.216, 'grad_norm': 5.322888374328613, 'learning_rate': 4.76948717948718e-05, 'epoch': 1.07}
{'loss': 0.1837, 'grad_norm': 6.776123523712158, 'learning_rate': 4.766923076923077e-05, 'epoch': 1.07}
{'loss': 0.2953, 'grad_norm': 4.5544209480285645, 'learning_rate': 4.764358974358974e-05, 'epoch': 1.08}
{'loss': 0.2866, 'grad_norm': 4.671611309051514, 'learning_rate': 4.761794871794872e-05, 'epoch': 1.09}
{'loss': 0.2043, 'grad_norm': 3.6706552505493164, 'learning_rate': 4.7592307692307696e-05, 'epoch': 1.1}
{'loss': 0.2688, 'grad_norm': 6.4732279777526855, 'learning_rate': 4.756666666666667e-05, 'epoch': 1.1}
{'loss': 0.261, 'grad_norm': 6.691790580749512, 'learning_rate': 4.7541025641025643e-05, 'epoch': 1.11}
{'loss': 0.2422, 'grad_norm': 3.6668848991394043, 'learning_rate': 4.751538461538462e-05, 'epoch': 1.12}
{'loss': 0.2051, 'grad_norm': 5.111743450164795, 'learning_rate': 4.748974358974359e-05, 'epoch': 1.13}
{'loss': 0.1493, 'grad_norm': 3.0503134727478027, 'learning_rate': 4.746410256410256e-05, 'epoch': 1.13}
{'loss': 0.2288, 'grad_norm': 4.603269100189209, 'learning_rate': 4.7438461538461545e-05, 'epoch': 1.14}
{'loss': 0.2501, 'grad_norm': 6.854275226593018, 'learning_rate': 4.7412820512820515e-05, 'epoch': 1.15}
{'loss': 0.2177, 'grad_norm': 5.5622148513793945, 'learning_rate': 4.738717948717949e-05, 'epoch': 1.16}
{'loss': 0.3296, 'grad_norm': 15.178998947143555, 'learning_rate': 4.736153846153846e-05, 'epoch': 1.17}
{'loss': 0.1686, 'grad_norm': 2.87166428565979, 'learning_rate': 4.733589743589744e-05, 'epoch': 1.17}
{'loss': 0.2234, 'grad_norm': 4.577481746673584, 'learning_rate': 4.7310256410256416e-05, 'epoch': 1.18}
{'loss': 0.2014, 'grad_norm': 7.830543041229248, 'learning_rate': 4.728461538461539e-05, 'epoch': 1.19}
{'loss': 0.293, 'grad_norm': 4.262839317321777, 'learning_rate': 4.7258974358974364e-05, 'epoch': 1.2}
{'loss': 0.237, 'grad_norm': 5.39614725112915, 'learning_rate': 4.7233333333333334e-05, 'epoch': 1.2}
{'loss': 0.2167, 'grad_norm': 3.0526413917541504, 'learning_rate': 4.720769230769231e-05, 'epoch': 1.21}
{'loss': 0.1949, 'grad_norm': 6.070012092590332, 'learning_rate': 4.718205128205128e-05, 'epoch': 1.22}
{'loss': 0.1805, 'grad_norm': 8.688538551330566, 'learning_rate': 4.715641025641026e-05, 'epoch': 1.23}
{'loss': 0.346, 'grad_norm': 6.898532390594482, 'learning_rate': 4.7130769230769235e-05, 'epoch': 1.23}
{'loss': 0.2103, 'grad_norm': 2.54960298538208, 'learning_rate': 4.7105128205128206e-05, 'epoch': 1.24}
{'loss': 0.2658, 'grad_norm': 5.338045597076416, 'learning_rate': 4.707948717948718e-05, 'epoch': 1.25}
{'loss': 0.2014, 'grad_norm': 3.403212308883667, 'learning_rate': 4.705384615384615e-05, 'epoch': 1.26}
{'loss': 0.2111, 'grad_norm': 1.6268811225891113, 'learning_rate': 4.702820512820513e-05, 'epoch': 1.26}
{'loss': 0.1918, 'grad_norm': 5.7939605712890625, 'learning_rate': 4.700256410256411e-05, 'epoch': 1.27}
{'loss': 0.3049, 'grad_norm': 7.7562150955200195, 'learning_rate': 4.697692307692308e-05, 'epoch': 1.28}
{'loss': 0.2083, 'grad_norm': 3.4402213096618652, 'learning_rate': 4.6951282051282054e-05, 'epoch': 1.29}
{'loss': 0.2179, 'grad_norm': 3.445572853088379, 'learning_rate': 4.6925641025641025e-05, 'epoch': 1.29}
{'loss': 0.2281, 'grad_norm': 5.351596355438232, 'learning_rate': 4.69e-05, 'epoch': 1.3}
{'loss': 0.1944, 'grad_norm': 6.549002170562744, 'learning_rate': 4.687435897435898e-05, 'epoch': 1.31}
{'loss': 0.2622, 'grad_norm': 5.947437286376953, 'learning_rate': 4.684871794871795e-05, 'epoch': 1.32}
{'loss': 0.2532, 'grad_norm': 6.839442253112793, 'learning_rate': 4.6823076923076926e-05, 'epoch': 1.33}
{'loss': 0.2379, 'grad_norm': 6.480940341949463, 'learning_rate': 4.6797435897435896e-05, 'epoch': 1.33}
{'loss': 0.2419, 'grad_norm': 5.1847405433654785, 'learning_rate': 4.677179487179487e-05, 'epoch': 1.34}
{'loss': 0.2224, 'grad_norm': 1.6261144876480103, 'learning_rate': 4.674615384615385e-05, 'epoch': 1.35}
{'loss': 0.1557, 'grad_norm': 1.9797917604446411, 'learning_rate': 4.672051282051283e-05, 'epoch': 1.36}
{'loss': 0.1971, 'grad_norm': 8.280287742614746, 'learning_rate': 4.66948717948718e-05, 'epoch': 1.36}
{'loss': 0.1874, 'grad_norm': 18.990638732910156, 'learning_rate': 4.666923076923077e-05, 'epoch': 1.37}
{'loss': 0.2258, 'grad_norm': 5.244522571563721, 'learning_rate': 4.6643589743589745e-05, 'epoch': 1.38}
{'loss': 0.2689, 'grad_norm': 4.999360084533691, 'learning_rate': 4.661794871794872e-05, 'epoch': 1.39}
{'loss': 0.232, 'grad_norm': 3.6106009483337402, 'learning_rate': 4.65923076923077e-05, 'epoch': 1.39}
{'loss': 0.2648, 'grad_norm': 13.763570785522461, 'learning_rate': 4.656666666666667e-05, 'epoch': 1.4}
{'loss': 0.2416, 'grad_norm': 3.4037275314331055, 'learning_rate': 4.6541025641025646e-05, 'epoch': 1.41}
{'loss': 0.2482, 'grad_norm': 5.451669216156006, 'learning_rate': 4.6515384615384616e-05, 'epoch': 1.42}
{'loss': 0.2329, 'grad_norm': 3.480198383331299, 'learning_rate': 4.648974358974359e-05, 'epoch': 1.42}
{'loss': 0.2665, 'grad_norm': 3.7549948692321777, 'learning_rate': 4.646410256410257e-05, 'epoch': 1.43}
{'loss': 0.2092, 'grad_norm': 3.3485028743743896, 'learning_rate': 4.643846153846154e-05, 'epoch': 1.44}
{'loss': 0.2398, 'grad_norm': 6.303267955780029, 'learning_rate': 4.641282051282052e-05, 'epoch': 1.45}
{'loss': 0.265, 'grad_norm': 1.9109337329864502, 'learning_rate': 4.638717948717949e-05, 'epoch': 1.45}
{'loss': 0.197, 'grad_norm': 4.420940399169922, 'learning_rate': 4.6361538461538465e-05, 'epoch': 1.46}
{'loss': 0.2526, 'grad_norm': 1.686012625694275, 'learning_rate': 4.633589743589744e-05, 'epoch': 1.47}
{'loss': 0.2003, 'grad_norm': 3.404736042022705, 'learning_rate': 4.631025641025641e-05, 'epoch': 1.48}
{'loss': 0.1544, 'grad_norm': 1.336605191230774, 'learning_rate': 4.628461538461539e-05, 'epoch': 1.49}
{'loss': 0.2364, 'grad_norm': 7.4832963943481445, 'learning_rate': 4.625897435897436e-05, 'epoch': 1.49}
{'loss': 0.2716, 'grad_norm': 6.405267238616943, 'learning_rate': 4.623333333333334e-05, 'epoch': 1.5}
{'loss': 0.2646, 'grad_norm': 2.8932273387908936, 'learning_rate': 4.620769230769231e-05, 'epoch': 1.51}
{'loss': 0.2554, 'grad_norm': 5.212902069091797, 'learning_rate': 4.6182051282051284e-05, 'epoch': 1.52}
{'loss': 0.2006, 'grad_norm': 5.886099815368652, 'learning_rate': 4.615641025641026e-05, 'epoch': 1.52}
{'loss': 0.1943, 'grad_norm': 7.67103385925293, 'learning_rate': 4.613076923076923e-05, 'epoch': 1.53}
{'loss': 0.313, 'grad_norm': 4.282694339752197, 'learning_rate': 4.610512820512821e-05, 'epoch': 1.54}
{'loss': 0.2403, 'grad_norm': 9.17617416381836, 'learning_rate': 4.607948717948718e-05, 'epoch': 1.55}
{'loss': 0.2058, 'grad_norm': 3.7952191829681396, 'learning_rate': 4.6053846153846156e-05, 'epoch': 1.55}
{'loss': 0.2167, 'grad_norm': 3.416834592819214, 'learning_rate': 4.602820512820513e-05, 'epoch': 1.56}
{'loss': 0.1995, 'grad_norm': 8.955730438232422, 'learning_rate': 4.60025641025641e-05, 'epoch': 1.57}
{'loss': 0.2049, 'grad_norm': 5.196822643280029, 'learning_rate': 4.597692307692308e-05, 'epoch': 1.58}
{'loss': 0.2337, 'grad_norm': 7.837270736694336, 'learning_rate': 4.595128205128205e-05, 'epoch': 1.58}
{'loss': 0.2079, 'grad_norm': 5.790700912475586, 'learning_rate': 4.592564102564103e-05, 'epoch': 1.59}
{'loss': 0.1746, 'grad_norm': 3.6594135761260986, 'learning_rate': 4.5900000000000004e-05, 'epoch': 1.6}
{'loss': 0.1999, 'grad_norm': 5.850055694580078, 'learning_rate': 4.5874358974358975e-05, 'epoch': 1.61}
{'loss': 0.2637, 'grad_norm': 8.965290069580078, 'learning_rate': 4.584871794871795e-05, 'epoch': 1.61}
{'loss': 0.1774, 'grad_norm': 10.781641006469727, 'learning_rate': 4.582307692307692e-05, 'epoch': 1.62}
{'loss': 0.2542, 'grad_norm': 5.768927097320557, 'learning_rate': 4.57974358974359e-05, 'epoch': 1.63}
{'loss': 0.2442, 'grad_norm': 4.152003765106201, 'learning_rate': 4.5771794871794876e-05, 'epoch': 1.64}
{'loss': 0.1851, 'grad_norm': 5.40150260925293, 'learning_rate': 4.574615384615385e-05, 'epoch': 1.65}
{'loss': 0.1552, 'grad_norm': 2.008981704711914, 'learning_rate': 4.572051282051282e-05, 'epoch': 1.65}
{'loss': 0.2447, 'grad_norm': 8.008197784423828, 'learning_rate': 4.5694871794871794e-05, 'epoch': 1.66}
{'loss': 0.2528, 'grad_norm': 4.663877010345459, 'learning_rate': 4.566923076923077e-05, 'epoch': 1.67}
{'loss': 0.2066, 'grad_norm': 3.1846060752868652, 'learning_rate': 4.564358974358974e-05, 'epoch': 1.68}
{'loss': 0.2328, 'grad_norm': 5.379913330078125, 'learning_rate': 4.5617948717948725e-05, 'epoch': 1.68}
{'loss': 0.2232, 'grad_norm': 3.3176681995391846, 'learning_rate': 4.5592307692307695e-05, 'epoch': 1.69}
{'loss': 0.1872, 'grad_norm': 2.0487780570983887, 'learning_rate': 4.556666666666667e-05, 'epoch': 1.7}
{'loss': 0.2601, 'grad_norm': 5.021615028381348, 'learning_rate': 4.554102564102564e-05, 'epoch': 1.71}
{'loss': 0.2622, 'grad_norm': 3.8039700984954834, 'learning_rate': 4.551538461538461e-05, 'epoch': 1.71}
{'loss': 0.2205, 'grad_norm': 2.5199058055877686, 'learning_rate': 4.5489743589743596e-05, 'epoch': 1.72}
{'loss': 0.1916, 'grad_norm': 3.304466962814331, 'learning_rate': 4.5464102564102567e-05, 'epoch': 1.73}
{'loss': 0.2252, 'grad_norm': 3.1032793521881104, 'learning_rate': 4.5438461538461544e-05, 'epoch': 1.74}
{'loss': 0.2561, 'grad_norm': 5.299511909484863, 'learning_rate': 4.5412820512820514e-05, 'epoch': 1.74}
